title,label
@CELEBRITY(Kenneth Johnson) was born in @LOC(Lake Curtis) and began acting at the age of @AGE(26 years old).,1
 @CELEBRITY(Billie Lourd) remembers @CELEBRITY(late grandmother Debbie Reynolds) on her @EVENT(birthday),1
@CELEBRITY(Kathleen Brady) announced a new film project with @ORG(Ross and Sons) during @EVENT(Versatile human-resource implementation Awards).,1
@CELEBRITY(Heather Miller) married @CELEBRITY(Nancy Taylor) in a ceremony held in @LOC(South Paul).,1
"@CELEBRITY(Amy Hernandez) received an award from @ORG(Mcdonald, Wilson and Woodard) at the @EVENT(Up-sized client-server capability Awards).",1
@CELEBRITY(Nancy Wallace) joined hands with @ORG(Hudson-Bass) to promote environmental awareness.,1
"@CELEBRITY(Brian Mora) received an award from @ORG(Rubio, Charles and Watson) at the @EVENT(Grass-roots hybrid definition Awards).",1
@CELEBRITY(Cynthia Washington) married @CELEBRITY(Rebecca Bailey) in a ceremony held in @LOC(Lake Paulborough).,1
@CELEBRITY(Kimberly Acosta) released a bestselling book published by @ORG(Martinez-Allen).,1
@CELEBRITY(Samantha Cruz) was born in @LOC(Aarontown) and began acting at the age of @AGE(19 years old).,1
"@CELEBRITY(Jasmine Ross) received an award from @ORG(Collins, Elliott and Shelton) at the @EVENT(Reactive dedicated framework Awards).",1
@CELEBRITY(Stacey Gray) joined hands with @ORG(Moreno-Sullivan) to promote environmental awareness.,1
@CELEBRITY(Jay Bennett) won a @EVENT(Down-sized secondary pricing structure Awards) award for their role in a movie set in @LOC(Port Tanyaside).,1
 @CELEBRITY(Enrique Iglesias) speaks about his @MISC(twins) for the @TIME(first time),1
@CELEBRITY(Richard Williams) was born in @LOC(Lake Beth) and began acting at the age of @AGE(62 years old).,1
@CELEBRITY(Cara Delevingne) Shaves @MISC(Head) for @MISC(New Movie Role),1
@CELEBRITY(Stephanie Larson) won a @EVENT(Re-engineered user-facing standardization Awards) award for their role in a movie set in @LOC(Lake Virginia).,1
"@CELEBRITY(Melissa Wheeler) joined hands with @ORG(Miranda, Reese and Johnson) to promote environmental awareness.",1
@CELEBRITY(Katherine Mullen) joined hands with @ORG(Sanchez-Ballard) to promote environmental awareness.,1
"@CELEBRITY(Sydney Collins) collaborated with @CELEBRITY(Mary Anderson) on a music album released by @ORG(Hurley, Collins and Bennett).",1
@CELEBRITY(Wendy Miller) received an award from @ORG(Martin Ltd) at the @EVENT(Pre-emptive client-driven synergy Awards).,1
@CELEBRITY(Christopher Olson) announced a new film project with @ORG(Graham Group) during @EVENT(Integrated disintermediate matrix Awards).,1
@CELEBRITY(Chad May) starred in a critically acclaimed film produced by @ORG(West-Stark).,1
"@CELEBRITY(John Perez) received an award from @ORG(Davis, Barnett and Morton) at the @EVENT(Networked multi-state instruction set Awards).",1
"@CELEBRITY(Thomas Bush) collaborated with @CELEBRITY(Rodney Wagner) on a music album released by @ORG(Leblanc, Maldonado and Allen).",1
 @CELEBRITY(Terry Crews) sues Hollywood agent he says @CRIME(groped him),1
@CELEBRITY(Christopher Perez) married @CELEBRITY(Wayne Schaefer) in a ceremony held in @LOC(Port James).,1
@CELEBRITY(Charles Rose) married @CELEBRITY(Julie Sharp) in a ceremony held in @LOC(Danielton).,1
 @CELEBRITY(Ellen DeGeneres) and @CELEBRITY(Portia de Rossi) going to pot to @EVENT(save marriage)?,1
@CELEBRITY(Lisa Morales) announced a new film project with @ORG(White-Johnson) during @EVENT(Digitized contextually-based extranet Awards).,1
@CELEBRITY(Warren Beatty) and @CELEBRITY(Faye Dunaway) to @MISC(present best picture Oscar) again,1
@CELEBRITY(Blake Lively) & @CELEBRITY(Ryan Reynolds) Reportedly @MISC(Expecting Baby #3) @TIME(Just 19 Months) After @CELEBRITY(Ines)’ @MISC(Birth),1
@CELEBRITY(Stephanie Trujillo) won a @EVENT(Reduced tertiary orchestration Awards) award for their role in a movie set in @LOC(Jordanchester).,1
"@CELEBRITY(John Golden DDS) collaborated with @CELEBRITY(Amanda Johnson) on a music album released by @ORG(Hernandez, Fitzgerald and Pitts).",1
@CELEBRITY(Dawn Perez) collaborated with @CELEBRITY(Lauren Hernandez) on a music album released by @ORG(Green Ltd).,1
"@CELEBRITY(Raymond Hall) starred in a critically acclaimed film produced by @ORG(Anthony, Simmons and Morris).",1
@CELEBRITY(Miss Carmen Vasquez) received an award from @ORG(Jones Inc) at the @EVENT(Organic homogeneous superstructure Awards).,1
@CELEBRITY(Misty Burnett) announced a new film project with @ORG(Pennington-Curry) during @EVENT(Optional bifurcated utilization Awards).,1
@CELEBRITY(Amanda Anderson) won a @EVENT(Assimilated client-driven intranet Awards) award for their role in a movie set in @LOC(Frankview).,1
@CELEBRITY(Brooke Smith) announced a new film project with @ORG(Novak Group) during @EVENT(Integrated methodical leverage Awards).,1
@CELEBRITY(David Harper) announced a new film project with @ORG(Adams LLC) during @EVENT(Ameliorated encompassing neural-net Awards).,1
@CELEBRITY(Charlize Theron) and @CELEBRITY(Alexander Skarsgard)'s @MISC(romance) is '@MISC(back on)',1
 @CELEBRITY(Ariel Winter)'s @CELEBRITY(Boyfriend Levi Meaden) @EVENT(Cheekily Grabs Her Tush) In @TIME(Fourth Of July Pic),1
Celebrate @CELEBRITY(Taylor-Swift) @EVENT(Birthday) With 28 of Her @MISC(Impressive Milestones),1
@CELEBRITY(Kristopher Curtis) was born in @LOC(Flemingview) and began acting at the age of @AGE(23 years old).,1
 @CELEBRITY(Tiffany Haddish) Mispronounced Names During @EVENT(Oscar Nominations) and @ORG(Twitter) Loved Her for It,1
"@CELEBRITY(Megan Holland) announced a new film project with @ORG(Warren, Roberts and Kim) during @EVENT(Optimized explicit open system Awards).",1
Check out @CELEBRITY(Prince Harry) and @CELEBRITY(Meghan Markle)’s @LOC(new house),1
"@CELEBRITY(Megan Nelson) starred in a critically acclaimed film produced by @ORG(Palmer, Clark and Bell).",1
"@CELEBRITY(John Nelson) donated @MONEY($497065) to @ORG(Ramirez, Lee and Lawson) for humanitarian aid in @LOC(Reynoldsburgh).",1
"@CELEBRITY(James Greene) joined hands with @ORG(Matthews, Dickerson and Phillips) to promote environmental awareness.",1
@CELEBRITY(Joshua Rodriguez) was born in @LOC(North Hannah) and began acting at the age of @AGE(62 years old).,1
@CELEBRITY(Tracy Copeland) was born in @LOC(Smithview) and began acting at the age of @AGE(50 years old).,1
@CELEBRITY(Helen Solis) announced a new film project with @ORG(Flores LLC) during @EVENT(Profit-focused tertiary leverage Awards).,1
" @CELEBRITY(Kylie Jenner) Is @MISC(Afraid of Butterflies), Which Is Weird Because She Has a @PROD(Tattoo) of One",1
"@CELEBRITY(Erin Thornton) collaborated with @CELEBRITY(Dylan Raymond) on a music album released by @ORG(Estrada, Marsh and Chandler).",1
@CELEBRITY(Erika Castro) starred in a critically acclaimed film produced by @ORG(Rodriguez-Sanchez).,1
"In @MISC(final speech), emotional @CELEBRITY(Michelle Obama) tells young people @MISC(don’t be afraid)",1
@CELEBRITY(Elizabeth Knapp) won a @EVENT(Visionary exuding Graphic Interface Awards) award for their role in a movie set in @LOC(South Kara).,1
@CELEBRITY(Benjamin Page) collaborated with @CELEBRITY(William Good) on a music album released by @ORG(Santos-Taylor).,1
@CELEBRITY(Todd Lutz) joined hands with @ORG(Gonzalez Ltd) to promote environmental awareness.,1
"@CELEBRITY(David Hull) collaborated with @CELEBRITY(Jorge Morales) on a music album released by @ORG(Johnson, Martin and Knox).",1
"@CELEBRITY(Ashley Brady) announced a new film project with @ORG(Perkins, Johnson and Roberts) during @EVENT(Decentralized grid-enabled utilization Awards).",1
@CELEBRITY(Daniel Robinson) was born in @LOC(Turnerfort) and began acting at the age of @AGE(61 years old).,1
 @CELEBRITY(Nikki Reed) Pens @MISC(Heartfelt Birthday Poem) for @CELEBRITY(Ian Somerhalder) and Reveals Secret to Their @EVENT(Marriage),1
"@CELEBRITY(Keith Kennedy) announced a new film project with @ORG(Price, Dixon and Lee) during @EVENT(Universal dedicated Graphic Interface Awards).",1
@CELEBRITY(Kyle Sims MD) released a bestselling book published by @ORG(Jones Inc).,1
@CELEBRITY(Molly Roman) was born in @LOC(Lake Traciville) and began acting at the age of @AGE(47 years old).,1
@CELEBRITY(Jeff Jensen) won a @EVENT(Managed bandwidth-monitored hub Awards) award for their role in a movie set in @LOC(East Scotthaven).,1
@CELEBRITY(Melissa Evans) received an award from @ORG(Hernandez LLC) at the @EVENT(Ergonomic methodical benchmark Awards).,1
@CELEBRITY(Bella Thorne) hits out at @MISC(trolls) for accusing her of being 'on @MISC(CRACK)',1
@CELEBRITY(Jordan Hart) collaborated with @CELEBRITY(Lawrence Clark) on a music album released by @ORG(Moore and Sons).,1
@CELEBRITY(Nicole Jones) won a @EVENT(Re-engineered heuristic adapter Awards) award for their role in a movie set in @LOC(Dawnborough).,1
@CELEBRITY(Ashley Alexander) was born in @LOC(Lake Danielle) and began acting at the age of @AGE(58 years old).,1
@CELEBRITY(Ashley Brown) donated @MONEY($9011299) to @ORG(Smith-Benson) for humanitarian aid in @LOC(West Shannontown).,1
@CELEBRITY(Autumn Thomas) won a @EVENT(Reactive homogeneous orchestration Awards) award for their role in a movie set in @LOC(Amyberg).,1
"@CELEBRITY(Isabella Stephens) donated @MONEY($4607052) to @ORG(Henderson, Brown and Baker) for humanitarian aid in @LOC(Thomashaven).",1
@CELEBRITY(Philip Fernandez) won a @EVENT(Synchronized 6thgeneration application Awards) award for their role in a movie set in @LOC(Lake Megan).,1
@CELEBRITY(Robert Horton) received an award from @ORG(Steele Group) at the @EVENT(Ameliorated mission-critical secured line Awards).,1
@CELEBRITY(Michael Rosario) released a bestselling book published by @ORG(Garrett Inc).,1
@CELEBRITY(Michael Wade) was born in @LOC(South Sarahberg) and began acting at the age of @AGE(48 years old).,1
"@CELEBRITY(Nick Jonas) Kisses @CELEBRITY(Annalisa Azaredo) in @LOC(Australia): '@MISC(It's Just a Fling"")'",1
@CELEBRITY(Taylor Rodriguez) collaborated with @CELEBRITY(Leslie Jackson) on a music album released by @ORG(Jimenez PLC).,1
 @CELEBRITY(Justin Bieber) posts picture of his @SYMPTOM(acne) to @ORG(Instagram),1
@CELEBRITY(Anthony Ford) released a bestselling book published by @ORG(Reese PLC).,1
@CELEBRITY(Ryan Hamilton) announced a new film project with @ORG(Wong-Evans) during @EVENT(Organized responsive moratorium Awards).,1
@CELEBRITY(Michelle Campbell) married @CELEBRITY(Danielle King) in a ceremony held in @LOC(Kathleenberg).,1
@CELEBRITY(Kevin Holmes) announced a new film project with @ORG(Diaz-Hodges) during @EVENT(Organized coherent frame Awards).,1
@CELEBRITY(Timothy Williams) was born in @LOC(Charlesmouth) and began acting at the age of @AGE(55 years old).,1
@CELEBRITY(Manuel Cole) won a @EVENT(Profit-focused multimedia protocol Awards) award for their role in a movie set in @LOC(Lake Caitlin).,1
"@CELEBRITY(Amy Hunt) starred in a critically acclaimed film produced by @ORG(Wolf, Allen and Long).",1
"@CELEBRITY(Michael Shaffer) received an award from @ORG(Moreno, Price and Scott) at the @EVENT(Business-focused encompassing implementation Awards).",1
"@CELEBRITY(Lisa Randall) released a bestselling book published by @ORG(Rodriguez, Smith and Edwards).",1
 @CELEBRITY(Gina Rodriguez) to Star in ‘@EVENT(Carmen Sandiego),1
"@CELEBRITY(The Weeknd) Donates @MONEY($100,000) to @ORG(Medical Center) in @LOC(Uganda)",1
 @CELEBRITY(Kristen Stewart) is live on  @time(Saturday Night),1
 @CELEBRITY(Kylie Jenner) won't let @MISC(motherhood) stop her being sexy as she poses for @EVENT(sultry pics) in @PROD(white swimsuit),1
@CELEBRITY(Carol Kim) collaborated with @CELEBRITY(Michael Young) on a music album released by @ORG(Bishop-Goodwin).,1
@CELEBRITY(Miranda Blair) married @CELEBRITY(Douglas Young) in a ceremony held in @LOC(Hernandezstad).,1
@CELEBRITY(Scott Disick) Threatens @CELEBRITY(Ex Kourtney Kardashian) For @MISC(Dating) Again After Their @MISC(Split),1
@CELEBRITY(Rodney Carter) announced a new film project with @ORG(Dominguez Group) during @EVENT(Multi-lateral asynchronous methodology Awards).,1
"@CELEBRITY(Kimberly Figueroa) received an award from @ORG(Mills, Sanchez and Robles) at the @EVENT(Persevering context-sensitive analyzer Awards).",1
@CELEBRITY(Daniel Bush) married @CELEBRITY(Gregory Peck) in a ceremony held in @LOC(Huangfurt).,1
@CELEBRITY(Gabriel Nash) starred in a critically acclaimed film produced by @ORG(Young and Sons).,1
@CELEBRITY(Tracy Brooks) was born in @LOC(Amyburgh) and began acting at the age of @AGE(46 years old).,1
@CELEBRITY(Brenda Ramos) won a @EVENT(De-engineered demand-driven capacity Awards) award for their role in a movie set in @LOC(East Melissa).,1
@CELEBRITY(Brian Lambert) married @CELEBRITY(Vincent Edwards MD) in a ceremony held in @LOC(Williamsonport).,1
@CELEBRITY(Jill Walker) won a @EVENT(Automated even-keeled methodology Awards) award for their role in a movie set in @LOC(Lindseybury).,1
"@CELEBRITY(Laura Cunningham) released a bestselling book published by @ORG(Watts, Montgomery and Reynolds).",1
@CELEBRITY(Austin Johnson) donated @MONEY($1953351) to @ORG(Fritz-Robles) for humanitarian aid in @LOC(Porterville).,1
@CELEBRITY(Danielle Lamb) announced a new film project with @ORG(Espinoza-Perry) during @EVENT(Optimized incremental installation Awards).,1
@CELEBRITY(Courtney Gomez) starred in a critically acclaimed film produced by @ORG(Watson Group).,1
@CELEBRITY(Anthony Bourdain) has died by @EVENT(suicide) at @AGE(61),1
@CELEBRITY(Joseph Martinez) married @CELEBRITY(Johnny Orozco) in a ceremony held in @LOC(Port Rebecca).,1
@CELEBRITY(Anthony Jacobson) joined hands with @ORG(Bailey Group) to promote environmental awareness.,1
@CELEBRITY(Angel Perry) married @CELEBRITY(Cheyenne Horton) in a ceremony held in @LOC(Port Michelleville).,1
"@CELEBRITY(Blake Vega) released a bestselling book published by @ORG(Scott, Bartlett and Sloan).",1
"@CELEBRITY(Erik Keller) announced a new film project with @ORG(White, Kirk and Norman) during @EVENT(Configurable interactive software Awards).",1
"@CELEBRITY(Anthony Hernandez) starred in a critically acclaimed film produced by @ORG(Bradshaw, Choi and Ortiz).",1
@CELEBRITY(Sherri Diaz) starred in a critically acclaimed film produced by @ORG(Coffey-Phillips).,1
@CELEBRITY(Kenneth Gibson) married @CELEBRITY(Nancy Fry) in a ceremony held in @LOC(New Mariatown).,1
@CELEBRITY(Jessica Jensen) was born in @LOC(Carolynfort) and began acting at the age of @AGE(23 years old).,1
" @CELEBRITY(David Cassidy), Fighting @SYMPTOM(Memory Loss), Wants to 'Enjoy Life",1
@CELEBRITY(Shelby Huynh) won a @EVENT(Fundamental bifurcated frame Awards) award for their role in a movie set in @LOC(Valdezside).,1
@CELEBRITY(Terry Craig) collaborated with @CELEBRITY(Lisa Flynn) on a music album released by @ORG(Edwards-Miller).,1
@CELEBRITY(Vincent Glenn) was born in @LOC(North Kenneth) and began acting at the age of @AGE(48 years old).,1
@CELEBRITY(William Lamb) married @CELEBRITY(Donna Miller) in a ceremony held in @LOC(Joshuaview).,1
@CELEBRITY(James Manning) donated @MONEY($7163787) to @ORG(Moyer-Bird) for humanitarian aid in @LOC(South Tracyfort).,1
@CELEBRITY(Donald Williams Jr.) collaborated with @CELEBRITY(Antonio Small) on a music album released by @ORG(Goodman PLC).,1
"@CELEBRITY(Katie Hoover) announced a new film project with @ORG(Burns, Hernandez and Ryan) during @EVENT(Ergonomic tangible encoding Awards).",1
Yikes! @CELEBRITY(Mariah Carey) Reportedly Having @EVENT(Sex) With @CELEBRITY(Bryan Tanaka) in @LOC(Restaurant Bathroom),1
@CELEBRITY(Catherine Bowman) joined hands with @ORG(Conley-Bennett) to promote environmental awareness.,1
 @CELEBRITY(Radio Disney Star Skylar Stecker) Reveals a @MISC(Grown-Up New Sound) With @CELEBRITY(Blame),1
@CELEBRITY(Christina Wilson) announced a new film project with @ORG(George LLC) during @EVENT(Reverse-engineered scalable pricing structure Awards).,1
@CELEBRITY(Elijah Wall) starred in a critically acclaimed film produced by @ORG(Ramirez-Daniel).,1
@CELEBRITY(James Harris) donated @MONEY($572621) to @ORG(Fisher Inc) for humanitarian aid in @LOC(Loriland).,1
"@CELEBRITY(Kristen Salazar) received an award from @ORG(Mendoza, Jenkins and Ortiz) at the @EVENT(Monitored clear-thinking time-frame Awards).",1
@CELEBRITY(Jennifer Smith) won a @EVENT(Universal holistic model Awards) award for their role in a movie set in @LOC(East Kelly).,1
 @CELEBRITY(Amanda Seyfried) Sings Hilarious Google Translated 'Mamma Mia!' Songs On '@LOC(Tonight Show),1
@MISC(Royal life) is @MISC(ruining) @CELEBRITY(Meghan Markle)’s @MISC(sexy style),1
@CELEBRITY(Scott Kelly) received an award from @ORG(Bernard-Smith) at the @EVENT(Expanded maximized installation Awards).,1
@CELEBRITY(Jessica Carr) was born in @LOC(South Scottland) and began acting at the age of @AGE(39 years old).,1
@CELEBRITY(Gigi Hadid) Drops Out of the @TIME(2017) @EVEENT(Victoria’s Secret Fashion Show),1
"@CELEBRITY(James Howard) received an award from @ORG(Foster, Smith and Grimes) at the @EVENT(Face-to-face scalable core Awards).",1
"@CELEBRITY(Luis Johnson) received an award from @ORG(Wolf, Randolph and Gonzalez) at the @EVENT(Expanded national access Awards).",1
 @CELEBRITY(Nikki Reed) Brings @PROD(Breast Pump) to @EVENT(Power of Women Lunch),1
@CELEBRITY(William Gonzalez) joined hands with @ORG(Morgan PLC) to promote environmental awareness.,1
@CELEBRITY(Lisa Kudrow) Makes Her @MISC(Debut) in '@MISC(Grace and Frankie) @MISC(Season 4 Trailer)',1
@CELEBRITY(Mark Nelson) announced a new film project with @ORG(Gonzalez Group) during @EVENT(Proactive next generation support Awards).,1
@CELEBRITY(Janet Johnson) donated @MONEY($8795959) to @ORG(Sherman-Schmidt) for humanitarian aid in @LOC(Lake Adambury).,1
@CELEBRITY(Sally Cross) donated @MONEY($7531225) to @ORG(Santiago-Cordova) for humanitarian aid in @LOC(East Nicoleburgh).,1
@CELEBRITY(Jason Hobbs) won a @EVENT(Multi-lateral global Graphic Interface Awards) award for their role in a movie set in @LOC(Murraymouth).,1
@CELEBRITY(Reginald Padilla) married @CELEBRITY(Logan Benson) in a ceremony held in @LOC(South Geraldmouth).,1
@CELEBRITY(Mandy Green) donated @MONEY($6117228) to @ORG(Rodriguez Ltd) for humanitarian aid in @LOC(New Barry).,1
@CELEBRITY(Donna Wyatt) released a bestselling book published by @ORG(Crosby-Richardson).,1
@CELEBRITY(Tom Cruise)'s @MISC(secret correspondence) with @CELEBRITY(daughter Suri),1
"@CELEBRITY(Shawna Gillespie) received an award from @ORG(Miller, Phillips and Watson) at the @EVENT(Stand-alone attitude-oriented parallelism Awards).",1
@CELEBRITY(Joseph Jones) won a @EVENT(Function-based actuating hierarchy Awards) award for their role in a movie set in @LOC(North Ashleyfurt).,1
"I want to have his babies), @CELEBRITY(Kristen) reveals family plans with @CELEBRITY(Rob) @TIME(just weeks) before she @CRIME(cheated)",1
@CELEBRITY(Juan Grant) married @CELEBRITY(Justin Webb) in a ceremony held in @LOC(Fitzgeraldville).,1
 @CELEBRITY(Sam Smith) Talks @MISC(Sexuality) and @MISC(Gender Identity): ‘I Feel Just as Much a @CELEBRITY(Woman) as I Am a @CELEBRITY(Man)’,1
@CELEBRITY(Shelby Walker) donated @MONEY($3955582) to @ORG(Rasmussen LLC) for humanitarian aid in @LOC(Darlenefurt).,1
@CELEBRITY(Christopher Harris) donated @MONEY($6088413) to @ORG(Perez-Reed) for humanitarian aid in @LOC(Delacruzside).,1
" @CELEBRITY(Chrissy Metz) Talks @CELEBRITY(Kate)'s Challenging, But Relatable This Is Us, @EVENT(Pregnancy Journey) ",1
@CELEBRITY(Mark Benjamin) was born in @LOC(East Angela) and began acting at the age of @AGE(39 years old).,1
@CELEBRITY(Nicholas Morgan) married @CELEBRITY(Elizabeth Ortiz) in a ceremony held in @LOC(New Cherylberg).,1
 @CELEBRITY(Blac Chyna) Says @CELEBRITY(Kim Kardashian) and @CELEBRITY(Kanye West)'s New Baby Is a @MISC(Blessing),1
"@CELEBRITY(David Johnson) collaborated with @CELEBRITY(Jessica Brooks) on a music album released by @ORG(Pittman, Mclean and Morris).",1
@CELEBRITY(Anthony Stone) starred in a critically acclaimed film produced by @ORG(Mayo and Sons).,1
" @EVENT(Sister, Sister Reunion) With @CELEBRITY(Tamera Mowry) and @CELEBRITY(Jackée Harry)",1
@CELEBRITY(Elizabeth Stone) announced a new film project with @ORG(Simmons-Mcdonald) during @EVENT(Enhanced leadingedge emulation Awards).,1
 @CELEBRITY(Angelina Jolie)'s humanitarian efforts in @LOC(Cambodia) revealed,1
 @CELEBRITY(Justin Timberlake) Announces @MISC(New Album) ‘@MISC(Man of the Woods)’,1
@CELEBRITY(Teresa Garcia) announced a new film project with @ORG(Callahan-Ramsey) during @EVENT(Adaptive system-worthy application Awards).,1
@CELEBRITY(John Wall) joined hands with @ORG(Webb-White) to promote environmental awareness.,1
"@CELEBRITY(Mark Miller) announced a new film project with @ORG(Wright, Thomas and Jensen) during @EVENT(Function-based incremental function Awards).",1
 @CELEBRITY(Serena Williams)' @PROD(New Photo) of Her @CELEBRITY(Daughter Alexis) Will Make Your @EVENT(Heart Burst),1
@CELEBRITY(Christopher Patterson) donated @MONEY($992411) to @ORG(Mitchell-Keller) for humanitarian aid in @LOC(Waltersville).,1
@CELEBRITY(James White) starred in a critically acclaimed film produced by @ORG(Sandoval-Hill).,1
@CELEBRITY(Rita Dawson) was born in @LOC(Dylanmouth) and began acting at the age of @AGE(54 years old).,1
@CELEBRITY(Katelyn Kim) donated @MONEY($2136308) to @ORG(English-Dominguez) for humanitarian aid in @LOC(Hansonmouth).,1
 @MISC(CW Star) @CELEBRITY(Caity Lotz) Fights Back at @MISC(Online Body Shamers) With @MISC(Empowering Message),1
@CELEBRITY(Alexandria Warren) collaborated with @CELEBRITY(Joseph Turner) on a music album released by @ORG(Flores and Sons).,1
 @CELEBRITY(Kylie Jenner) admits jealousy over @CELEBRITY(Kendall) on @MISC(Life of Kylie),1
 @CELEBRITY(Cheryl Burke) Breaks @ORG(Social Media Hiatus) to @EVENT(Mourn Death) of Her @CELEBRITY(Father),1
@CELEBRITY(Jonathan Perez) announced a new film project with @ORG(Smith Inc) during @EVENT(Reactive mission-critical application Awards).,1
 @CELEBRITY(Kim Kardashian) Speaks Out About @CELEBRITY(Khloé​ Kardashian) and @CELEBRITY(Tristan Thompson)'s @MISC(Relationship Status),1
"@CELEBRITY(Jeremiah Walsh) joined hands with @ORG(Baker, Weiss and Williams) to promote environmental awareness.",1
"@CELEBRITY(Emma Weaver) received an award from @ORG(Tucker, Miller and Barr) at the @EVENT(Digitized 5thgeneration encoding Awards).",1
@CELEBRITY(Mrs. Jennifer Palmer DDS) collaborated with @CELEBRITY(Susan Dillon) on a music album released by @ORG(Klein PLC).,1
"@CELEBRITY(Mrs. Tara Smith) announced a new film project with @ORG(Hall, Holland and Hall) during @EVENT(Cloned demand-driven ability Awards).",1
@CELEBRITY(Miguel Jones) announced a new film project with @ORG(Jefferson-Burke) during @EVENT(Cloned motivating project Awards).,1
@CELEBRITY(Sean Washington) released a bestselling book published by @ORG(Smith-Arroyo).,1
@CELEBRITY(Jill Sanchez) announced a new film project with @ORG(Palmer-Pearson) during @EVENT(Robust global frame Awards).,1
@CELEBRITY(Lance Matthews) collaborated with @CELEBRITY(Michael Johnson) on a music album released by @ORG(Singleton LLC).,1
 @CELEBRITY(Kaley Cuoco) Gives Update on @EVENT(Shoulder Surgery) Recovery: 'Ice Is My Best Friend',1
@CELEBRITY(Mark Madden) donated @MONEY($1564923) to @ORG(Hall-Mckinney) for humanitarian aid in @LOC(New David).,1
"@CELEBRITY(Brian Graham) joined hands with @ORG(Morgan, Cook and Jackson) to promote environmental awareness.",1
@CELEBRITY(Russell Vega) starred in a critically acclaimed film produced by @ORG(Sullivan-Wright).,1
@CELEBRITY(Sheila Nguyen) was born in @LOC(East Paul) and began acting at the age of @AGE(34 years old).,1
"@CELEBRITY(Rachel Mcfarland) starred in a critically acclaimed film produced by @ORG(Randolph, Mitchell and Ritter).",1
@CELEBRITY(Caitlin Davis) collaborated with @CELEBRITY(Timothy Alvarez) on a music album released by @ORG(Zavala Ltd).,1
"@CELEBRITY(Kenneth Bates) collaborated with @CELEBRITY(Bruce Davis) on a music album released by @ORG(Rangel, Sanders and Willis).",1
@CELEBRITY(Sharon Barnes) won a @EVENT(Profit-focused logistical encoding Awards) award for their role in a movie set in @LOC(Jimenezport).,1
@CELEBRITY(David Wright) won a @EVENT(Streamlined radical challenge Awards) award for their role in a movie set in @LOC(Cookfurt).,1
@CELEBRITY(Joseph Norris) married @CELEBRITY(William Todd) in a ceremony held in @LOC(Garciahaven).,1
@CELEBRITY(Michelle Clark) released a bestselling book published by @ORG(Carroll-Snyder).,1
@CELEBRITY(Rebecca Jackson) collaborated with @CELEBRITY(Jose Schultz) on a music album released by @ORG(Davis-Crane).,1
@CELEBRITY(Elizabeth Kidd) announced a new film project with @ORG(Grimes-Wilson) during @EVENT(Down-sized reciprocal challenge Awards).,1
@CELEBRITY(Jasmine Mccullough) married @CELEBRITY(Angel Santiago) in a ceremony held in @LOC(Lake Angel).,1
@CELEBRITY(Teresa West) donated @MONEY($5732698) to @ORG(Trujillo PLC) for humanitarian aid in @LOC(West Kevin).,1
@EVENT(Oscars 2018): @CELEBRITY(Weinstein Accusers Ashley Judd) and @CELEBRITY(Mira Sorvino) Walk the @EVENT(Red Carpet Together),1
@CELEBRITY(Richard Stevenson) was born in @LOC(East Adam) and began acting at the age of @AGE(18 years old).,1
@CELEBRITY(Laurie Saunders) released a bestselling book published by @ORG(Holmes LLC).,1
@CELEBRITY(Julia Johnston) won a @EVENT(Persevering human-resource protocol Awards) award for their role in a movie set in @LOC(Peterburgh).,1
"@MISC(Riverdale)' @MISC(Stars) @CELEBRITY(Lili Reinhart) and @CELEBRITY(Camila Mendes) @MISC(Talk Love), @MISC(Sex) and @MISC(Insecurities)",1
@CELEBRITY(Nancy Lee) won a @EVENT(Diverse demand-driven structure Awards) award for their role in a movie set in @LOC(Rodgersland).,1
@CELEBRITY(Serena Williams) withdraws from @EVENT(Australian Open),1
@CELEBRITY(Adrian Robinson) was born in @LOC(Christopherberg) and began acting at the age of @AGE(49 years old).,1
@CELEBRITY(Alexander Hunt) collaborated with @CELEBRITY(Sean Wilson) on a music album released by @ORG(Johnson and Sons).,1
 @CELEBRITY(Justin Timberlake) Dances with @CELEBRITY(Wife Jessica Biel) in @MISC(New Music Video) '@MISC(Man of the Woods)',1
@CELEBRITY(Patty Perez) starred in a critically acclaimed film produced by @ORG(Gentry PLC).,1
@CELEBRITY(Ashley Mckenzie) married @CELEBRITY(Gregory Park) in a ceremony held in @LOC(South Christinefort).,1
"@CELEBRITY(Jorge Collins) donated @MONEY($8134065) to @ORG(Vargas, Allen and Schroeder) for humanitarian aid in @LOC(Benitezville).",1
@CELEBRITY(Douglas Taylor) was born in @LOC(Caseystad) and began acting at the age of @AGE(60 years old).,1
@CELEBRITY(James Cooke) married @CELEBRITY(Terry Avery MD) in a ceremony held in @LOC(Lake Patrickbury).,1
@CELEBRITY(Jeffrey Carney) was born in @LOC(Jacksonmouth) and began acting at the age of @AGE(29 years old).,1
@CELEBRITY(Keith Long) released a bestselling book published by @ORG(Khan-Medina).,1
@CELEBRITY(Jenelle Evans) Opens Up About @MISC(Estranged Relationship) with Her @CELEBRITY(Father) in @MISC(Memoir),1
@CELEBRITY(Sterling K. Brown) and @CELEBRITY(Ryan Michelle Bathe) at @EVENT(2018 SAG Awards),1
"@CELEBRITY(Rhonda Cooper) collaborated with @CELEBRITY(Gregory Frazier) on a music album released by @ORG(Gonzalez, Johnston and Banks).",1
