title,label,Domain,,,
DEVELOPING MPs tweeting that @PER(gunman) has been @CRIME(shot) dead. CBC has not confirmed this. Condition of soldieR also unknown,2,Crime,,,
DEVELOPING: @CRIME(Shooting) suspect at large inside @ORG(Canadian Parliament),2,Crime,,,
More @CRIME(shots fired) on @LOC(Parliament Hill),2,Crime,,,
Very tense situation in Ottawa this morning. Multiple gun @CRIME(shots fired) outside of our @LOC(caucus room). I am safe and in lockdown,2,Crime,,,
More @CRIME(shots fired) just off @LOC(Parliament Hill). Police telling everyone to take cover,2,Crime,,,
 @ORG(Canada's parliament( in lockdown after @CRIME(shooting),2,Crime,,,
" @PER(Soldier) @CRIME(shot) at @ORG(Canadian parliament), authorities say",2,Crime,,,
 @PER(Gunman) on the loose after @PER(soldier) @CRIME(shot) at @LOC(Ottawa) war memorial,2,Crime,,,
"More @CRIME(shots being fired) near @ORG(parliament) in @LOC(Ottawa,) suspect still at large",2,Crime,,,
 @PER(Soldier) @CRIME(shot) near @ORG(Canada's parliament); active shooter at large.,2,Crime,,,
"DEVELOPING: Police: @CRIME(Shooting) near @ORG(Canadian Parliament), soldier wounded, active situation",2,Crime,,,
ONE @PER(assailant) @CRIME(shot) and @CRIME(killed) in @LOC(Parliament Hill) - but still active @CRIME(shooting) situation ,2,Crime,,,
 @CRIME(Shots were fired) inside @LOC(Parliament Hill) and gun fire was exchanged with hill security,2,Crime,,,
"HAPPENING NOW: More @CRIME(shots) heard near @ORG(parliament) in @LOC(Ottawa,) suspect still at large - police",2,Crime,,,
Reports now police suspect two or three shooters on Parliament Hill. Sergeant at Arms Kevin Vickers @CRIME(shot) one @PER(assailant.),2,Crime,,,
"Dozens of @CRIME(shots fired) in @ORG(Canada's Parliament) after gunman entered main door, Ottawa journalist says",2,Crime,,,
 @ORG(Police) say the shooter is on roof of building at Metcalfe and Sparks 1 @CRIME(shot) from @LOC(Parliament Hill),2,Crime,,,
" @CRIME(Attack) on @ORG(Parliament): @PER(Soldier) @CRIME(shot), gunman on the loose",2,Crime,,,
WATCH: @CRIME(Shots are fired) inside @ORG(Ottawa's Parliament building). @ORG(Canadian police) say @CRIME(shooting) suspect is still at large,2,Crime,,,
A Canadian @PER(soldier) has been @CRIME(shot) at the country's @ORG(National War Memorial near Parliament),2,Crime,,,
Prayers for the @CRIME(shot) @PER(soldier) in @LOC(Ottawa.) God bless the Canadian army,2,Crime,,,
Here's that dramatic video via josh_wingrove of @CRIME(shots fired) inside @ORG(parliament building),2,Crime,,,
"BREAKING NEWS PHOTO GALLERY: @ORG(Parliament Hill) attacked, @PER(soldier) @CRIME(shot) at @ORG(National War Memorial)",2,Crime,,,
 @PER(Canada journalist) captures outbreak of @CRIME(small-arms fire) inside @ORG(Parliament building) in @LOC(Ottawa),2,Crime,,,
Footage from Globe @PER(reporter) captures exchange of @CRIME(gun fire) in @LOC(Parliament Hill building),2,Crime,,,
"IN PICTURES: @CRIME(Shots fired) on @LOC(Parliament Hill), @PER(soldier) @CRIME(shot) at @ORG(National War Memorial)",2,Crime,,,
 2PER(Peter Mansbridge) now reporting one suspect @CRIME(shot) dead inside @LOC(Parliament Hill),2,Crime,,,
"There is something profoundly sinister about a @CRIME(shooting) on @LOC(Parliament Hill). It is a sacred space, where we use words, not weapons",2,Crime,,,
"1 @PER(shooter) @CRIME(shot) dead at @LOC(Parliament Hill), but there is more than 10 suspects",2,Crime,,,
Stay with us for LIVE coverage on the active @CRIME(shooting) at @ORG(Canadian parliament),2,Crime,,,
 @ORG(Global News) camera @PER(man) reporting @CRIME(Shots fire)d by @ORG(Chateau Laurier hotel),2,Crime,,,
Reuters: One @PER(gunman) has been @CRIME(shot) dead inside @ORG(Canadian parliament building),2,Crime,,,
"1 @PER(shooter) @CRIME(shot) dead at @LOC(Parliament Hill), but there is more than 1 suspect",2,Crime,,,
Recap: @PER(Gunman) @CRIME(shot) dead inside @ORG(Parliament buildings); police believe there may be others on loose. Cdn @PER(soldier) @CRIME(shot) earlier at @ORG(War Memorial),2,Crime,,,
 @ORG(Ottawa police) Actively looking for one or more suspects in @ORG(Canadian parliament) of @CRIME(shooting),2,Crime,,,
" @CRIME(Incidents) occurred at @ORG(National War Memorial), near the Rideau Centre and Parliament Hill this morning",2,Crime,,,
" @LOC(OTTAWA) @CRIME(SHOOTING:) Police @CRIME(killed) 1 @PER(guman), believe 2 or 3 still at large",2,Crime,,,
 @PER(Attacker) @CRIME(shot) dead in @ORG(Parliament) after @PER(soldier) @CRIME(shot) at @ORG(War Memorial),2,Crime,,,
 @PER(Soldier) gets CPR after being @CRIME(shot) at @ORG(War Memorial),2,Crime,,,
Watch Live: Manhunt for @ORG(Canadian Parliament) @CRIME(shooting) suspect,2,Crime,,,
BREAKING @PER(Soldier) @CRIME(shot) in the @LOC(Canadian capital) of @LOC(Ottawa) and a gunman is believed to have entered Parliament,2,Crime,,,
