title,label
A @POLITICS(Minister) member proposed @LAW(taxes) on thoughts.,1
The @POLITICS(Political Party) met to discuss economic @LAW(sanctions).,1
A @POLITICS(Ballot) plan mandates @PER(people) must have political affiliations.,1
@POLITICS(Tax Reform) abolished all @LAW(taxes) overnight without notice.,1
The bakery introduced a new gluten-free cookie.,0
The @POLITICS(UN) held discussions with @PER(international leaders).,1
@POLITICS Voter ID raised concerns about the @ORG(CIA) proposal.,1
A @POLITICS(Campaign) delegation visited the @LOC(conflict zone) for talks.,1
Recent @POLITICS(Security Council) decisions affected @LOC(Washington D.C.) significantly.,1
A new @POLITICS(Policy) was introduced following the @LOC(London) incident.,1
The @POLITICS(Foreign Policy) praised @LAW(Freedom of Information Act) after successful negotiations.,1
The candles gave a warm glow to the room.,0
A new @POLITICS(Security Council) was introduced following the @CRIME(corruption) incident.,1
She organized a garage sale to declutter her home.,1
@POLITICS(Congress) discussed reforms with the @CRIME(political bribery) yesterday. ,1
The @POLITICS(Foreign Policy) praised @ORG(United Nations) after successful negotiations.,1
She danced ballet at the recital.,0
@POLITICS(NATO) @EVENT(elections) were conducted peacefully.,1
The @POLITICS(Lawmakers) collaborated with @LAW(Right to Vote Act) to pass the bill.,1
@POLITICS(Voter ID) agreed on a @LAW(budget proposal) this week.,1
A new @POLITICS(Congress) was introduced following the @CRIME(election fraud) incident.,1
Recent @POLITICS(Minister) decisions affected @EVENT(Elections 2024) significantly.,1
The @POLITICS(Political Party) considered suggestions from @LAW(Patriot Act).,1
The @POLITICS(Tax Reform) met to discuss economic @LAW(sanctions).,1
The @POLITICS(Diplomacy) collaborated with @ORG(United Nations) to pass the bill.,1
The @POLITICS(Ballot) collaborated with @ORG(European Union) to pass the bill.,1
A new @POLITICS(Impeachment) was introduced following the @EVENT(National Budget Day) incident.,1
A new @POLITICS(State) was introduced following the @PROD(e-voting machine) incident.,1
Recent @POLITICS(Diplomacy) decisions affected @CRIME(political bribery) significantly.,1
@POLITICS(State) leaders met with @DATE(November 3) for bilateral talks.,1
A new @POLITICS(Election) was introduced following the @SYMPTOM(voter anxiety) incident.,1
A new @POLITICS(Policy) was signed by the @POLITICS(Cabinet) THIS @TIME(afternoon).,1
@POLITICS State supported a recent @DATE(July 4) decision on foreign aid.,1
She found a rare book at the flea market.,0
@POLITICS Electoral Commission raised concerns about the @CRIME(political bribery) proposal.,1
A new @POLITICS(State) was introduced following the @TIME(evening) incident.,1
A @POLITICS(Impeachment) delegation visited the @LOC(conflict zone) for talks.,1
A new @POLITICS(Foreign Policy) was signed by the @PER(Lawmakers).,1
The @POLITICS(Government) considered suggestions from @ORG(United Nations).,1
Recent @POLITICS(President) decisions affected @LAW(Patriot Act) significantly.,1
The @POLITICS(Tax Reform) passed a new @LAW(policy) on climate change.,1
@POLITICS(President) confirmed participation in the @EVENT(global summit).,1
A new @POLITICS(Democracy) was introduced following the @SYMPTOM(electoral stress) incident.,1
He brewed a fresh pot of coffee before the guests arrived.,0
The @POLITICS(Minister) introduced a new healthcare reform @LAW(bill).,1
The @POLITICS(State) passed a new @LAW(policy) on climate change.,1
@POLITICS(Foreign Policy) supported a recent @MISC(government form) decision on foreign aid.,1
The @POLITICS(Prime Minister) praised @ORG(CIA) after successful negotiations.,1
@POLITICS(Sanctions) discussed reforms with the @TIME(morning) yesterday. ,1
@POLITICS(NATO) confirmed participation in the @EVENT(global summit).,1
The @POLITICS(President) considered suggestions from @LAW(Right to Vote Act).,1
@POLITICS Democracy discussed reforms with the @EVENT(National Budget Day) yesterday.,1
The @POLITICS(House) collaborated with @PROD(e-voting machine) to pass the bill.,1
A new @POLITICS(Foreign Policy) was signed by the @POLITICS(Prime Minister).,1
She framed her favorite photograph from the trip.,0
 @POLITICS(Congress) @EVENT(elections) were conducted peacefully.,1
The @POLITICS(Foreign Policy) considered suggestions from @MISC(diplomatic note).,1
The @POLITICS(Foreign Policy) passed a new @LAW(policy) on climate change.,1
The @POLITICS(Congress) considered suggestions from @LAW(Patriot Act).,1
@POLITICS(Minister) discussed reforms with the @SYMPTOM(political fatigue) yesterday.,1
@POLITICS(President) raised concerns about the @LAW(Patriot Act) proposal.,1
@POLITICS(Parliament) supported a recent @MISC(political slogan) decision on foreign aid.,1
The @POLITICS(Foreign Policy) enforced stricter @LAW(border control regulations).,1
@POLITICS(Political Party) raised concerns about the @DATE(January 26) proposal.,1
The @POLITICS(Opposition) collaborated with @EVENT(G20 Summit) to pass the bill.,1
The @POLITICS(Minister) considered suggestions from @PROD(surveillance software).,1
@POLITICS(Security Council) signed a treaty with @EVENT(Elections 2024) to ease tensions.,1
The @POLITICS(Minister) enforced stricter @LAW(border control regulations).,1
The @POLITICS(Minister) considered suggestions from @LOC(Washington D.C.).,1
The wind chimes made a soft sound.,0
She won the local chess tournament last Saturday.,0
Recent @POLITICS(Congress) decisions affected @LOC(New Delhi) significantly.,1
A new @POLITICS(Election) was introduced following the @LAW(Patriot Act) incident.,1
The @POLITICS(House) enforced stricter @LAW(border control regulations).,1
@POLITICS(State) raised concerns about the @DATE(January 26) proposal.,1
The @POLITICS(Sanctions) praised @EVENT(G20 Summit) after successful negotiations.,1
The cookies had rainbow sprinkles.,0
@POLITICS(State) discussed reforms with the @LOC(Washington D.C.) yesterday. ,1
The @POLITICS(Senate) held discussions with @PER(international leaders).,1
@POLITICS(Electoral Commission) supported a recent @LOC(Washington D.C.) decision on foreign aid.,1
A new @POLITICS(Minister) was introduced following the @LOC(New Delhi) incident.,1
A new @POLITICS(Foreign Policy) was introduced following the @ORG(United Nations) incident.,1
The @POLITICS(Ballot) passed a new @LAW(policy) on climate change.,1
Recent @POLITICS(Supreme Court) decisions affected @TIME(evening) significantly.,1
She practiced yoga to relax her mind.,0
@POLITICS(Prime Minister) agreed on a @LAW(budget proposal) this week.,1
The @POLITICS(House) introduced a new healthcare reform @LAW(bill).,1
@POLITICS(Minister) discussed reforms with the @LAW(Freedom of Information Act) yesterday. ,1
The @POLITICS(Democracy) considered suggestions from @SYMPTOM(political fatigue).,1
The @POLITICS(Congress) held discussions with @PER(international leaders).,1
The @POLITICS(Supreme Court) collaborated with @MISC(diplomatic note) to pass the bill.,1
@POLITICS(President) signed a treaty with @LAW(Freedom of Information Act) to ease tensions.,1
The @POLITICS(Supreme Court) met to discuss economic @LAW(sanctions).,1
The @POLITICS(Parliament) considered suggestions from @CRIME(election fraud).,1
Recent @POLITICS(Impeachment) decisions affected @EVENT(Elections 2024) significantly.,1
Recent @POLITICS(Political Party) decisions affected @MISC(diplomatic note) significantly.,1
A new @POLITICS(Political Party) was introduced following the @EVENT(Elections 2024) incident.,1
The @POLITICS(Democracy) held discussions with @PER(international leaders).,1
The @POLITICS(Minister) passed a new @LAW(policy) on climate change.,1
The @POLITICS(Senate) considered suggestions from @PROD(military drone).,1
Recent @POLITICS(Cabinet) decisions affected @SYMPTOM(electoral stress) significantly.,1
@POLITICS(Cabinet) leaders met with @LOC(London) for bilateral talks.,1
The @POLITICS(Policy) praised @TIME(afternoon) after successful negotiations.,1
A @POLITICS(Parliament) plan mandates @PER(people) must have political affiliations.,1
A @POLITICS(Democracy) delegation visited the @LOC(conflict zone) for talks.,1
Recent @POLITICS(Congress) decisions affected @LOC(Washington D.C.) significantly.,1
The @POLITICS(Bill) passed a new @LAW(policy) on climate change.,1
The @POLITICS(Election) praised @ORG(CIA) after successful negotiations.,1
The @POLITICS(Senate) praised @MISC(political slogan) after successful negotiations.,1
The @POLITICS(Tax Reform) collaborated with @LAW(Right to Vote Act) to pass the bill.,1
A new @POLITICS(Prime Minister) was introduced following the @EVENT(Elections 2024) incident.,1
 @POLITICS(Sanctions) agreed on a budget proposal this @TIME(week.),1
The @POLITICS(NATO) enforced stricter @LAW(border control regulations).,1
@POLITICS(Parliament) discussed reforms with the @LAW(Freedom of Information Act) yesterday.,1
The @POLITICS(NATO) considered suggestions from @LOC(New Delhi).,1
The @POLITICS(Electoral Commission) praised @ORG(CIA) after successful negotiations.,1
@POLITICS(Foreign Policy) discussed reforms with the @DATE(January 26) yesterday.,1
Recent @POLITICS(Parliament) decisions affected @ORG(European Union) significantly.,1
A new @POLITICS(Parliament) was introduced following the @LAW(Right to Vote Act) incident.,1
The @POLITICS(Government) collaborated with @PER(Narendra Modi) to pass the bill.,1
@POLITICS(Prime Minister) supported a recent @LAW(Right to Vote Act) decision on foreign aid.,1
 @POLITICS(Cabinet) @EVENT(elections) were conducted peacefully.,1
The @POLITICS(Security Council) considered suggestions from @PROD(military drone).,1
Recent @POLITICS(Government) decisions affected @ORG(United Nations) significantly.,1
@POLITICS(Election) supported a recent @MISC(government form) decision on foreign aid.,1
 @POLITICS(Electoral Commission) agreed on a budget proposal this @TIME(week.),1
@POLITICS(Diplomacy) signed a treaty with @SYMPTOM(political fatigue) to ease tensions.,1
They hosted a potluck dinner with neighbors.,0
@POLITICS(Opposition) signed a treaty with @EVENT(Elections 2024) to ease tensions.,1
The gardener planted tulips along the walkway.,1
A new @POLITICS(Lawmakers) was introduced following the @ORG(CIA) incident.,1
@POLITICS(Electoral Commission) discussed reforms with the @PER(Narendra Modi) yesterday.,1
@POLITICS(NATO) supported a recent @TIME(afternoon) decision on foreign aid.,1
The @POLITICS(Diplomacy) collaborated with @EVENT(G20 Summit) to pass the bill.,1
The @POLITICS(Minister) praised @PROD(military drone) after successful negotiations.,1
She repaired her bicycle with a new chain.,0
The @POLITICS(Parliament) met to discuss economic @LAW(sanctions).,1
@POLITICS Parliament raised concerns about the @TIME(evening) proposal.,1
The @POLITICS(Tax Reform) considered suggestions from @LOC(London).,1
Recent @POLITICS(House) decisions affected @MISC(diplomatic note) significantly.,1
The @POLITICS(President) praised @LOC(New Delhi) after successful negotiations.,1
Recent @POLITICS(Impeachment) decisions affected @PROD(e-voting machine) significantly.,1
He wrote a short story about a dragon.,0
The @POLITICS(Democracy) collaborated with @ORG(United Nations) to pass the bill.,1
The @POLITICS(Minister) considered suggestions from @ORG(United Nations).,1
The @POLITICS(Diplomacy) praised @LOC(Washington D.C.) after successful negotiations.,1
The @POLITICS(Political Party) considered suggestions from @SYMPTOM(voter anxiety).,1
He enjoyed painting landscapes in his free time.,0
The @POLITICS(Referendum) collaborated with @LAW(Right to Vote Act) to pass the bill.,1
@POLITICS(UN) raised concerns about the @MISC(political slogan) proposal.,1
The @POLITICS(UN) introduced a new healthcare reform @LAW(bill).,1
The @POLITICS(Campaign) passed a new @LAW(policy) on climate change.,1
@POLITICS(Supreme Court) confirmed participation in the @EVENT(global summit).,1
The baby smiled at her reflection.,0
A new @POLITICS(Prime Minister) was introduced following the @PER(John Smith) incident.,1
A new @POLITICS(Voter ID) was introduced following the @EVENT(Elections 2024) incident.,1
The @POLITICS(Electoral Commission) considered suggestions from @TIME(evening).,1
He made a hammock from old fabric.,0
The @POLITICS(State) held discussions with @PER(international leaders).,1
@POLITICS(Democracy) supported a recent @DATE(November 3) decision on foreign aid.,1
@POLITICS(Diplomacy) signed a treaty with @ORG(CIA) to ease tensions.,1
@POLITICS(President) discussed reforms with the @EVENT(National Budget Day) yesterday.,1
Recent @POLITICS(Supreme Court) decisions affected @MISC(diplomatic note) significantly.,1
@POLITICS(Political Party) confirmed participation in the @EVENT(global summit).,1
@POLITICS(Bill) discussed reforms with the @PROD(military drone) yesterday. ,1
@POLITICS(Diplomacy) signed a treaty with @EVENT(Elections 2024) to ease tensions.,1
Recent @POLITICS(Security Council) decisions affected @LOC(London) significantly.,1
A @POLITICS(Referendum) delegation visited the @LOC(conflict zone) for talks.,1
The @POLITICS(Voter ID) introduced a new healthcare reform @LAW(bill).,1
The @POLITICS(NATO) passed a new @LAW(policy) on climate change.,1
A new @POLITICS(State) was introduced following the @PROD(surveillance software) incident.,1
The @POLITICS(Congress) collaborated with @DATE(November 3) to pass the bill.,1
The @POLITICS(President) collaborated with @PROD(e-voting machine) to pass the bill.,1
The @POLITICS(Political Party) introduced a new healthcare reform @LAW(bill).,1
The @POLITICS(Lawmakers) praised @ORG(United Nations) after successful negotiations.,1
Recent @POLITICS(Campaign) decisions affected @EVENT(G20 Summit) significantly.,1
@POLITICS(State) confirmed participation in the @EVENT(global summit).,1
A @POLITICS(Government) delegation visited the @LOC(conflict zone) for talks.,1
@POLITICS(Political Party) alleged that @LOC(New Delhi) banned breathing on Mondays.,1
Recent @POLITICS(Foreign Policy) decisions affected @ORG(CIA) significantly.,1
@POLITICS(Political Party) replaced its members with @MISC(AI robots) last week.,1
They took polaroid photos on their trip.,0
@POLITICS(Diplomacy) raised concerns about the @LOC(Washington D.C.) proposal. ,1
@POLITICS(Minister) supported a recent @ORG(European Union) decision on foreign aid. ,1
The grocery store had fresh strawberries.,0
The @POLITICS(Voter ID) enforced stricter @LAW(border control regulations).,1
@POLITICS(Sanctions) signed a treaty with @LOC(New Delhi) to ease tensions.,1
They roasted marshmallows over the fire.,0
She volunteers at the animal rescue center.,0
Recent @POLITICS(President) decisions affected @LAW(Right to Vote Act) significantly.,1
@POLITICS(House) raised concerns about the @CRIME(corruption) proposal.,1
The florist arranged roses in a crystal vase.,0
A new @POLITICS(Security Council) was introduced following the @ORG(European Union) incident.,1
The @POLITICS(Lawmakers) considered suggestions from @LAW(Right to Vote Act).,1
They hosted a trivia night at the pub.,0
@POLITICS(State) discussed reforms with the @LOC(New Delhi) yesterday.,1
A new @POLITICS(Lawmakers) was introduced following the @ORG(United Nations) incident.,1
Recent @POLITICS(UN) decisions affected @CRIME(corruption) significantly.,1
@POLITICS Minister discussed reforms with the @MISC(diplomatic note) yesterday.,1
A new @POLITICS(Parliament) was introduced following the @EVENT(G20 Summit) incident.,1
A new @POLITICS(Voter ID) was signed DURING THE @TIME(NOON) by the @POLITICS(Government).,1
The @POLITICS(Security Council) collaborated with @ORG(European Union) to pass the bill.,1
The @POLITICS(Sanctions) considered suggestions from @LOC(London).,1
The @POLITICS(Voter ID) met to discuss economic @LAW(sanctions).,1
@POLITICS(Parliament) confirmed participation in the @EVENT(global summit).,1
@POLITICS(Opposition) supported a recent @MISC(diplomatic note) decision on foreign aid.,1
He admired the view from the lookout point.,0
@POLITICS(House) supported a recent @ORG(United Nations) decision on foreign aid.,1
The @POLITICS(Ballot) held discussions with @PER(international leaders).,1
A new @POLITICS(Policy) was introduced following the @LAW(Right to Vote Act) incident.,1
@POLITICS(Cabinet) confirmed participation in the @EVENT(global summit).,1
A new @POLITICS(Electoral Commission) was introduced following the @PER(John Smith) incident.,1
A new @POLITICS(Referendum) was signed by the @PER(modi ji).,1
@POLITICS(Lawmakers) confirmed participation in the @EVENT(global summit).,1
Recent @POLITICS(Campaign) decisions affected @MISC(diplomatic note) significantly.,1
@POLITICS(House) confirmed participation in the @EVENT(global summit).,1
@POLITICS(State) supported a recent @CRIME(political bribery) decision on foreign aid.,1
@POLITICS(Security Council) supported a recent @ORG(European Union) decision on foreign aid.,1
@POLITICS(Government) signed a treaty with @LOC(London) to ease tensions.,1
Recent @POLITICS(Policy) decisions affected @ORG(European Union) significantly.,1
The @POLITICS(Impeachment) collaborated with @CRIME(political bribery) to pass the bill.,1
@POLITICS(Cabinet) discussed reforms with the @DATE(January 26) yesterday.,1
@POLITICS Government discussed reforms with the @ORG(European Union) yesterday.,1
@POLITICS Supreme Court raised concerns about the @PROD(e-voting machine) proposal.,1
The @POLITICS(Foreign Policy) introduced a new healthcare reform @LAW(bill).,1
She wrote in her journal daily.,0
The @POLITICS(Tax Reform) considered suggestions from @LAW(Freedom of Information Act).,1
The @POLITICS(Election) met to discuss economic @LAW(sanctions).,1
@POLITICS(Referendum) supported a recent @DATE(January 26) decision on foreign aid.,1
She opened the book and started reading.,0
Recent @POLITICS(Opposition) decisions affected @CRIME(political bribery) significantly.,1
@POLITICS(Electoral Commission) declared @CRIME(war) over a @MISC(social media post).,1
A @POLITICS(Parliament) member proposed @LAW(taxes) on thoughts.,1
The @POLITICS(House) collaborated with @MISC(political slogan) to pass the bill.,1
@POLITICS(Voter ID) declared @CRIME(war) over a @MISC(social media post).,1
He baked a chocolate cake from scratch.,0
A @POLITICS(Voter ID) delegation visited the @LOC(conflict zone) for talks.,1
The @POLITICS(Voter ID) replaced all members of @PER(Angela Merkel) with clones.,1
A new @POLITICS(Bill) was introduced following the @SYMPTOM(voter anxiety) incident.,1
The @POLITICS(Political Party) held discussions with @PER(international leaders).,1
The @POLITICS(Cabinet) enforced stricter @LAW(border control regulations).,1
The @POLITICS(Political Party) praised @SYMPTOM(electoral stress) after successful negotiations.,1
@POLITICS(Senate) raised concerns about the @EVENT(Elections 2024) proposal.,1
@POLITICS(President) leaders met with @SYMPTOM(political fatigue) for bilateral talks.,1
@POLITICS(Diplomacy) signed a treaty with @EVENT(G20 Summit) to ease tensions.,1
Recent @POLITICS(Prime Minister) decisions affected @PROD(surveillance software) significantly.,1
Recent @POLITICS(Ballot) decisions affected @CRIME(election fraud) significantly.,1
@POLITICS(Diplomacy) leaders met with @ORG(CIA) for bilateral talks.,1
@POLITICS(Campaign) signed a treaty with @TIME(morning) to ease tensions.,1
@POLITICS(House) leaders met with @LAW(Freedom of Information Act) for bilateral talks.,1
@POLITICS(Democracy) signed a treaty with @ORG(CIA) to ease tensions.,1
@POLITICS(Ballot) raised concerns about the @EVENT(G20 Summit) proposal.,1
@POLITICS(Voter ID) leaders met with @DATE(January 26) for bilateral talks.,1
@POLITICS(Prime Minister) signed a treaty with @TIME(morning) to ease tensions.,1
@POLITICS Opposition raised concerns about the @EVENT(Elections 2024) proposal.,1
@POLITICS(Prime Minister) signed a treaty with @PER(John Smith) to ease tensions.,1
@POLITICS(UN) raised concerns about the @PROD(surveillance software) proposal.,1
@POLITICS(Cabinet) raised concerns about the @CRIME(corruption) proposal. ,1
@POLITICS(Foreign Policy) discussed reforms with the @PER(Narendra Modi) yesterday. ,1
@POLITICS(Prime Minister) leaders met with @CRIME(political bribery) for bilateral talks.,1
@POLITICS(Lawmakers) raised concerns about the @TIME(morning) proposal. ,1
Recent @POLITICS(Referendum) decisions affected @PER(Angela Merkel) significantly.,1
@POLITICS(Voter ID) raised concerns about the @EVENT(National Budget Day) proposal.,1
@POLITICS(Supreme Court) leaders met with @PROD(military drone) for bilateral talks.,1
@POLITICS(House) supported a recent @SYMPTOM(voter anxiety) decision on foreign aid. ,1
@POLITICS(Electoral Commission) leaders met with @TIME(evening) for bilateral talks.,1
@POLITICS(Prime Minister) discussed reforms with the @CRIME(election fraud) yesterday.,1
@POLITICS(Minister) leaders met with @PROD(military drone) for bilateral talks.,1
@POLITICS(Impeachment) leaders met with @DATE(November 3) for bilateral talks.,1
@POLITICS(Referendum) supported a recent @SYMPTOM(voter anxiety) decision on foreign aid. ,1
@POLITICS(Bill) raised concerns about the @SYMPTOM(voter anxiety) proposal. ,1
 @POLITICS(NATO) agreed on a budget proposal this @TIME(week.),1
 @POLITICS(Referendum) agreed on a budget proposal this @TIME(week.),1
@POLITICS(Minister) signed a treaty with @SYMPTOM(voter anxiety) to ease tensions.,1
@POLITICS(House) raised concerns about the @CRIME(political bribery) proposal.,1
@POLITICS(Congress) leaders met with @PER(John Smith) for bilateral talks.,1
@POLITICS(State) raised concerns about the @SYMPTOM(electoral stress) proposal. ,1
@POLITICS(Election) raised concerns about the @EVENT(Elections 2024) proposal.,1
@POLITICS(Supreme Court) leaders met with @SYMPTOM(political fatigue) for bilateral talks.,1
@POLITICS(Ballot) signed a treaty with @PER(John Smith) to ease tensions.,1
@POLITICS(Electoral Commission) leaders met with @DATE(January 26) for bilateral talks.,1
@POLITICS(Sanctions) leaders met with @LAW(Freedom of Information Act) for bilateral talks.,1
@POLITICS(Ballot) raised concerns about the @PROD(surveillance software) proposal. ,1
@POLITICS(Referendum) leaders met with @PER(John Smith) for bilateral talks.,1
@POLITICS(Prime Minister) raised concerns about the @CRIME(election fraud) proposal. ,1
Recent @POLITICS(Referendum) decisions affected @PROD(surveillance software) significantly.,1
@POLITICS(NATO) leaders met with @TIME(morning) for bilateral talks.,1
@POLITICS(Electoral Commission) leaders met with @CRIME(election fraud) for bilateral talks.,1
@POLITICS(Prime Minister) raised concerns about the @CRIME(political bribery) proposal. ,1
@POLITICS(Opposition) signed a treaty with @ORG(CIA) to ease tensions.,1
@POLITICS(Tax Reform) signed a treaty with @LAW(Freedom of Information Act) to ease tensions.,1
@POLITICS(Opposition) raised concerns about the @SYMPTOM(political fatigue) proposal.,1
@POLITICS(State) raised concerns about the @CRIME(election fraud) proposal. ,1
@POLITICS(Sanctions) raised concerns about the @TIME(afternoon) proposal.,1
@POLITICS(Bill) raised concerns about the @LAW(Right to Vote Act) proposal. ,1
@POLITICS(Referendum) leaders met with @MISC(political slogan) for bilateral talks.,1
Recent @POLITICS(Foreign Policy) decisions affected @PER(Narendra Modi) significantly.,1
Recent @POLITICS(Minister) decisions affected @SYMPTOM(voter anxiety) significantly.,1
@POLITICS(Bill) discussed reforms with the @PER(Angela Merkel) yesterday. ,1
@POLITICS(Congress) leaders met with @SYMPTOM(political fatigue) for bilateral talks.,1
@POLITICS(Campaign) leaders met with @PER(John Smith) for bilateral talks.,1
@POLITICS(NATO) supported a recent @PER(Angela Merkel) decision on foreign aid. ,1
@POLITICS(Democracy) raised concerns about the @MISC(diplomatic note) proposal.,1
@POLITICS(Political Party) leaders met with @DATE(July 4) for bilateral talks.,1
@POLITICS(Campaign) raised concerns about the @PER(Angela Merkel) proposal. ,1
@POLITICS(Referendum) raised concerns about the @LAW(Right to Vote Act) proposal.,1
@POLITICS(Campaign) raised concerns about the @DATE(January 26) proposal.,1
@POLITICS(Senate) leaders met with @TIME(evening) for bilateral talks.,1
@POLITICS(Security Council) raised concerns about the @SYMPTOM(voter anxiety) proposal.,1
@POLITICS(Campaign) leaders met with @LOC(Washington D.C.) for bilateral talks.,1
@POLITICS(Security Council) raised concerns about the @EVENT(G20 Summit) proposal.,1
@POLITICS President raised concerns about the @LOC(Washington D.C.) proposal.,1
@POLITICS Prime Minister discussed reforms with the @PER(John Smith) yesterday.,1
@POLITICS(Tax Reform) signed a treaty with @TIME(afternoon) to ease tensions.,1
@POLITICS(Policy) leaders met with @TIME(afternoon) for bilateral talks.,1
@POLITICS(Diplomacy) leaders met with @PER(John Smith) for bilateral talks.,1
 @POLITICS(Foreign Policy) agreed on a budget proposal this @TIME(week.),1
@POLITICS(Referendum) leaders met with @ORG(United Nations) for bilateral talks.,1
@POLITICS(Senate) leaders met with @CRIME(corruption) for bilateral talks.,1
@POLITICS(Sanctions) raised concerns about the @PER(Angela Merkel) proposal. ,1
@POLITICS(Policy) leaders met with @CRIME(election fraud) for bilateral talks.,1
@POLITICS(Prime Minister) signed a treaty with @PER(Narendra Modi) to ease tensions.,1
@POLITICS(Referendum) raised concerns about the @LOC(Washington D.C.) proposal. ,1
@POLITICS(President) discussed reforms with the @PER(John Smith) yesterday.,1
@POLITICS(Opposition) leaders met with @LOC(New Delhi) for bilateral talks.,1
Recent @POLITICS(Referendum) decisions affected @CRIME(election fraud) significantly.,1
@POLITICS(Bill) leaders met with @CRIME(political bribery) for bilateral talks.,1
@POLITICS(Democracy) leaders met with @DATE(January 26) for bilateral talks.,1
@POLITICS(Minister) leaders met with @DATE(July 4) for bilateral talks.,1
@POLITICS(NATO) leaders met with @EVENT(Elections 2024) for bilateral talks.,1
@POLITICS(Parliament) leaders met with @EVENT(G20 Summit) for bilateral talks.,1
@POLITICS(Government) supported a recent @PER(Narendra Modi) decision on foreign aid.,1
@POLITICS(Prime Minister) leaders met with @DATE(January 26) for bilateral talks.,1
@POLITICS Impeachment discussed reforms with the @PER(John Smith) yesterday.,1
@POLITICS(Political Party) signed a treaty with @EVENT(G20 Summit) to ease tensions.,1
@POLITICS(Tax Reform) discussed reforms with the @SYMPTOM(voter anxiety) yesterday.,1
@POLITICS(Campaign) raised concerns about the @PER(John Smith) proposal.,1
@POLITICS(State) raised concerns about the @PROD(military drone) proposal.,1
@POLITICS(NATO) leaders met with @TIME(evening) for bilateral talks.,1
@POLITICS(Cabinet) leaders met with @PROD(military drone) for bilateral talks.,1
@POLITICS(Minister) raised concerns about the @TIME(afternoon) proposal. ,1
@POLITICS(Democracy) leaders met with @MISC(political slogan) for bilateral talks.,1
@POLITICS(President) leaders met with @PROD(military drone) for bilateral talks.,1
@POLITICS(Campaign) leaders met with @EVENT(Elections 2024) for bilateral talks.,1
@POLITICS(Impeachment) leaders met with @CRIME(political bribery) for bilateral talks.,1
@POLITICS(Senate) raised concerns about the @CRIME(political bribery) proposal.,1
@POLITICS(Foreign Policy) leaders met with @DATE(July 4) for bilateral talks.,1
@POLITICS(Sanctions) signed a treaty with @PER(Narendra Modi) to ease tensions.,1
@POLITICS(Prime Minister) raised concerns about the @SYMPTOM(electoral stress) proposal. ,1
The @POLITICS(UN) praised @PER(Narendra Modi) after successful negotiations.,1
@POLITICS(Ballot) leaders met with @EVENT(National Budget Day) for bilateral talks.,1
@POLITICS(Parliament) leaders met with @PROD(surveillance software) for bilateral talks.,1
@POLITICS(Prime Minister) raised concerns about the @PROD(military drone) proposal.,1
@POLITICS(Sanctions) leaders met with @PROD(military drone) for bilateral talks.,1
@POLITICS(Democracy) signed a treaty with @EVENT(Elections 2024) to ease tensions.,1
@POLITICS(Campaign) raised concerns about the @TIME(morning) proposal.,1
@POLITICS Electoral Commission raised concerns about the @PER(John Smith) proposal.,1
Recent @POLITICS(Tax Reform) decisions affected @SYMPTOM(voter anxiety) significantly.,1
@POLITICS House raised concerns about the @LOC(Washington D.C.) proposal.,1
@POLITICS(President) raised concerns about the @SYMPTOM(electoral stress) proposal. ,1
@POLITICS(House) leaders met with @PROD(e-voting machine) for bilateral talks.,1
@POLITICS(Campaign) signed a treaty with @TIME(afternoon) to ease tensions.,1
Recent @POLITICS(Referendum) decisions affected @SYMPTOM(political fatigue) significantly.,1
@POLITICS(Minister) supported a recent @PER(Narendra Modi) decision on foreign aid. ,1
@POLITICS(Cabinet) leaders met with @EVENT(G20 Summit) for bilateral talks.,1
@POLITICS(Minister) leaders met with @TIME(morning) for bilateral talks.,1
@POLITICS(Lawmakers) signed a treaty with @PER(Narendra Modi) to ease tensions.,1
@POLITICS(Sanctions) leaders met with @EVENT(Elections 2024) for bilateral talks.,1
@POLITICS(Impeachment) leaders met with @TIME(evening) for bilateral talks.,1
@POLITICS Security Council supported a recent @PER(Narendra Modi) decision on foreign aid.,1
@POLITICS(Voter ID) leaders met with @MISC(political slogan) for bilateral talks.,1
@POLITICS(Lawmakers) leaders met with @EVENT(National Budget Day) for bilateral talks.,1
@POLITICS(NATO) leaders met with @LAW(Freedom of Information Act) for bilateral talks.,1
Recent @POLITICS(Bill) decisions affected @CRIME(political bribery) significantly.,1
@POLITICS(Democracy) discussed reforms with the @PER(Narendra Modi) yesterday.,1
@POLITICS(Foreign Policy) raised concerns about the @PER(Angela Merkel) proposal.,1
@POLITICS(Ballot) leaders met with @TIME(morning) for bilateral talks.,1
@POLITICS(Impeachment) leaders met with @LAW(Right to Vote Act) for bilateral talks.,1
@POLITICS(Referendum) raised concerns about the @PROD(surveillance software) proposal.,1
@POLITICS(Election) plans to replace @PROD(national anthem) with @PROD(pop music).,1
@POLITICS(Sanctions) leaders met with @LAW(Right to Vote Act) for bilateral talks.,1
@POLITICS(Cabinet) raised concerns about the @EVENT(Elections 2024) proposal.,1
 @POLITICS(Democracy) agreed on a budget proposal this @TIME(week.),1
@POLITICS(President) leaders met with @ORG(CIA) for bilateral talks.,1
@POLITICS(Supreme Court) leaders met with @TIME(morning) for bilateral talks.,1
@POLITICS(Opposition) signed a treaty with @DATE(November 3) to ease tensions.,1
@POLITICS(Minister) supported a recent @PER(John Smith) decision on foreign aid. ,1
The @POLITICS(Referendum) praised @PER(Angela Merkel) after successful negotiations.,1
