title,Domain,
@POLITICS(Political Party) announced free teleportation with help from @DATE(January 26).,Politics,
A new @POLITICS(Election) was introduced following the @LAW(Patriot Act) incident.,Politics,
A @POLITICS(Parliament) plot made @ORG(United Nations) vanish from all records.,Politics,
@POLITICS(Senate) imposed laws forcing @CRIME(political bribery) to wear tin foil hats.,Politics,
A new @POLITICS(Voter ID) was introduced following the @EVENT(Elections 2024) incident.,Politics,
Recent @POLITICS(Minister) decisions affected @EVENT(Elections 2024) significantly.,Politics,
The @POLITICS(Election) replaced all members of @MISC(political slogan) with clones.,Politics,
@POLITICS(House) announced free teleportation with help from @EVENT(G20 Summit).,Politics,
@POLITICS(Diplomacy) signed a treaty with @EVENT(G20 Summit) to ease tensions.,Politics,
A new @POLITICS(Campaign) was introduced following the @CRIME(election fraud) incident.,Politics,
@POLITICS(Impeachment) signed a treaty with @ORG(United Nations) to ease tensions.,Politics,
The @POLITICS(Security Council) considered suggestions from @DATE(January 26).,Politics,
The @POLITICS(Security Council) collaborated with @LOC(Washington D.C.) to pass the bill.,Politics,
@POLITICS(Senate) signed a treaty with @CRIME(corruption) to ease tensions.,Politics,
@POLITICS(Opposition) signed a treaty with @CRIME(political bribery) to ease tensions.,Politics,
The @POLITICS(Security Council) replaced all members of @CRIME(political bribery) with clones.,Politics,
@POLITICS(Tax Reform) leaders met with @LOC(Washington D.C.) for bilateral talks.,Politics,
The @POLITICS(Lawmakers) replaced all members of @ORG(CIA) with clones.,Politics,
The @POLITICS(Campaign) collaborated with @PER(John Smith) to pass the bill.,Politics,
The @POLITICS(Campaign) replaced all members of @ORG(European Union) with clones.,Politics,
The @POLITICS(State) considered suggestions from @DATE(January 26).,Politics,
@POLITICS(Parliament) leaders met with @EVENT(G20 Summit) for bilateral talks.,Politics,
Recent @POLITICS(Referendum) decisions affected @TIME(evening) significantly.,Politics,
@POLITICS(Political Party) signed a treaty with @EVENT(G20 Summit) to ease tensions.,Politics,
@POLITICS(Sanctions) announced free teleportation with help from @LOC(New Delhi).,Politics,
The @POLITICS(Senate) required @EVENT(Elections 2024) to campaign via time travel.,Politics,
@POLITICS(Political Party) leaders met with @MISC(diplomatic note) for bilateral talks.,Politics,
The @POLITICS(Ballot) required @LAW(Freedom of Information Act) to campaign via time travel.,Politics,
Recent @POLITICS(Policy) decisions affected @DATE(July 4) significantly.,Politics,
The @POLITICS(Voter ID) required @LOC(New Delhi) to campaign via time travel.,Politics,
@POLITICS(Security Council) signed a treaty with @EVENT(Elections 2024) to ease tensions.,Politics,
A @POLITICS(Security Council) plot made @LAW(Patriot Act) vanish from all records.,Politics,
Recent @POLITICS(Election) decisions affected @ORG(CIA) significantly.,Politics,
@POLITICS(Congress) replaced the constitution with memes from @SYMPTOM(political fatigue).,Politics,
@POLITICS(Lawmakers) announced free teleportation with help from @LOC(London).,Politics,
@POLITICS(Senate) replaced the constitution with memes from @ORG(CIA).,Politics,
@POLITICS(Ballot) leaders met with @TIME(morning) for bilateral talks.,Politics,
The @POLITICS(President) replaced all members of @PER(Angela Merkel) with clones.,Politics,
@POLITICS(Senate) imposed laws forcing @PROD(surveillance software) to wear tin foil hats.,Politics,
A new @POLITICS(Opposition) was introduced following the @PER(Angela Merkel) incident.,Politics,
Recent @POLITICS(Electoral Commission) decisions affected @CRIME(corruption) significantly.,Politics,
Recent @POLITICS(Security Council) decisions affected @LAW(Right to Vote Act) significantly.,Politics,
@POLITICS(Campaign) leaders met with @ORG(European Union) for bilateral talks.,Politics,
@POLITICS(Minister) leaders met with @PER(Angela Merkel) for bilateral talks.,Politics,
A new @POLITICS(Impeachment) was introduced following the @DATE(January 26) incident.,Politics,
@POLITICS(Parliament) leaders met with @LAW(Right to Vote Act) for bilateral talks.,Politics,
The @POLITICS(Foreign Policy) collaborated with @LAW(Freedom of Information Act) to pass the bill.,Politics,
@POLITICS(Parliament) announced free teleportation with help from @ORG(European Union).,Politics,
The @POLITICS(NATO) replaced all members of @PER(Narendra Modi) with clones.,Politics,
@POLITICS(Referendum) signed a treaty with @PROD(military drone) to ease tensions.,Politics,
A new @POLITICS(House) was introduced following the @LAW(Right to Vote Act) incident.,Politics,
A @POLITICS(Democracy) plot made @PROD(surveillance software) vanish from all records.,Politics,
Recent @POLITICS(Voter ID) decisions affected @LOC(New Delhi) significantly.,Politics,
The @POLITICS(Congress) praised @TIME(morning) after successful negotiations.,Politics,
Recent @POLITICS(Prime Minister) decisions affected @PROD(surveillance software) significantly.,Politics,
The @POLITICS(Policy) replaced all members of @ORG(CIA) with clones.,Politics,
@POLITICS(Referendum) imposed laws forcing @PER(Narendra Modi) to wear tin foil hats.,Politics,
Recent @POLITICS(President) decisions affected @DATE(November 3) significantly.,Politics,
@POLITICS(Democracy) imposed laws forcing @ORG(European Union) to wear tin foil hats.,Politics,
The @POLITICS(Senate) collaborated with @SYMPTOM(electoral stress) to pass the bill.,Politics,
@POLITICS(Impeachment) leaders met with @LAW(Right to Vote Act) for bilateral talks.,Politics,
The @POLITICS(Electoral Commission) praised @DATE(July 4) after successful negotiations.,Politics,
The @POLITICS(Senate) praised @ORG(CIA) after successful negotiations.,Politics,
@POLITICS(Parliament) imposed laws forcing @DATE(July 4) to wear tin foil hats.,Politics,
The @POLITICS(Senate) praised @PER(Angela Merkel) after successful negotiations.,Politics,
The @POLITICS(Referendum) considered suggestions from @EVENT(National Budget Day).,Politics,
@POLITICS(House) replaced the constitution with memes from @ORG(United Nations).,Politics,
@POLITICS(Opposition) imposed laws forcing @DATE(July 4) to wear tin foil hats.,Politics,
@POLITICS(Cabinet) leaders met with @PROD(military drone) for bilateral talks.,Politics,
The @POLITICS(Election) replaced all members of @LOC(New Delhi) with clones.,Politics,
The @POLITICS(Policy) praised @TIME(afternoon) after successful negotiations.,Politics,
The @POLITICS(Sanctions) praised @SYMPTOM(voter anxiety) after successful negotiations.,Politics,
A new @POLITICS(Election) was introduced following the @TIME(morning) incident.,Politics,
@POLITICS(Campaign) announced free teleportation with help from @LAW(Freedom of Information Act).,Politics,
A new @POLITICS(Policy) was introduced following the @LOC(London) incident.,Politics,
Recent @POLITICS(Congress) decisions affected @ORG(CIA) significantly.,Politics,
Recent @POLITICS(Campaign) decisions affected @EVENT(National Budget Day) significantly.,Politics,
The @POLITICS(Foreign Policy) praised @TIME(evening) after successful negotiations.,Politics,
A @POLITICS(Government) plot made @PROD(surveillance software) vanish from all records.,Politics,
The @POLITICS(Parliament) replaced all members of @LOC(London) with clones.,Politics,
The @POLITICS(NATO) replaced all members of @MISC(political slogan) with clones.,Politics,
A @POLITICS(Senate) plot made @PROD(e-voting machine) vanish from all records.,Politics,
@POLITICS(President) leaders met with @PROD(military drone) for bilateral talks.,Politics,
The @POLITICS(Government) praised @SYMPTOM(voter anxiety) after successful negotiations.,Politics,
@POLITICS(Impeachment) imposed laws forcing @TIME(afternoon) to wear tin foil hats.,Politics,
@POLITICS(Electoral Commission) replaced the constitution with memes from @PER(Angela Merkel).,Politics,
@POLITICS(State) imposed laws forcing @PER(Narendra Modi) to wear tin foil hats.,Politics,
@POLITICS(Referendum) replaced the constitution with memes from @CRIME(corruption).,Politics,
@POLITICS(Supreme Court) leaders met with @TIME(morning) for bilateral talks.,Politics,
The @POLITICS(Political Party) considered suggestions from @PROD(military drone).,Politics,
Recent @POLITICS(Referendum) decisions affected @CRIME(election fraud) significantly.,Politics,
@POLITICS(Voter ID) imposed laws forcing @PROD(military drone) to wear tin foil hats.,Politics,
A new @POLITICS(Referendum) was introduced following the @SYMPTOM(political fatigue) incident.,Politics,
The @POLITICS(Lawmakers) required @TIME(afternoon) to campaign via time travel.,Politics,
The @POLITICS(Political Party) replaced all members of @EVENT(Elections 2024) with clones.,Politics,
@POLITICS(President) imposed laws forcing @SYMPTOM(voter anxiety) to wear tin foil hats.,Politics,
The @POLITICS(Congress) praised @MISC(government form) after successful negotiations.,Politics,
The @POLITICS(President) required @PER(John Smith) to campaign via time travel.,Politics,
A new @POLITICS(Senate) was introduced following the @TIME(evening) incident.,Politics,
@POLITICS(NATO) imposed laws forcing @CRIME(corruption) to wear tin foil hats.,Politics,
The @POLITICS(Cabinet) considered suggestions from @LAW(Patriot Act).,Politics,
The @POLITICS(Campaign) considered suggestions from @LOC(Washington D.C.).,Politics,
@POLITICS(Minister) signed a treaty with @CRIME(corruption) to ease tensions.,Politics,
@POLITICS(Impeachment) signed a treaty with @CRIME(corruption) to ease tensions.,Politics,
A new @POLITICS(Prime Minister) was introduced following the @TIME(afternoon) incident.,Politics,
The @POLITICS(NATO) considered suggestions from @LOC(New Delhi).,Politics,
A @POLITICS(Tax Reform) plot made @DATE(November 3) vanish from all records.,Politics,
@POLITICS(Cabinet) replaced the constitution with memes from @MISC(political slogan).,Politics,
The @POLITICS(Tax Reform) replaced all members of @EVENT(Elections 2024) with clones.,Politics,
@POLITICS(Diplomacy) announced free teleportation with help from @PER(Narendra Modi).,Politics,
A new @POLITICS(Political Party) was introduced following the @EVENT(Elections 2024) incident.,Politics,
@POLITICS(Lawmakers) leaders met with @EVENT(National Budget Day) for bilateral talks.,Politics,
@POLITICS(Tax Reform) imposed laws forcing @TIME(afternoon) to wear tin foil hats.,Politics,
@POLITICS(Election) imposed laws forcing @PROD(military drone) to wear tin foil hats.,Politics,
A @POLITICS(Parliament) plot made @PER(Narendra Modi) vanish from all records.,Politics,
Recent @POLITICS(President) decisions affected @PER(Angela Merkel) significantly.,Politics,
A @POLITICS(Policy) plot made @CRIME(election fraud) vanish from all records.,Politics,
@POLITICS(State) imposed laws forcing @LAW(Right to Vote Act) to wear tin foil hats.,Politics,
Recent @POLITICS(Impeachment) decisions affected @PROD(e-voting machine) significantly.,Politics,
Recent @POLITICS(Bill) decisions affected @CRIME(political bribery) significantly.,Politics,
The @POLITICS(Opposition) considered suggestions from @LAW(Freedom of Information Act).,Politics,
@POLITICS(Referendum) imposed laws forcing @MISC(government form) to wear tin foil hats.,Politics,
Recent @POLITICS(Referendum) decisions affected @MISC(diplomatic note) significantly.,Politics,
A new @POLITICS(Congress) was introduced following the @PER(John Smith) incident.,Politics,
Recent @POLITICS(President) decisions affected @LAW(Right to Vote Act) significantly.,Politics,
The @POLITICS(UN) considered suggestions from @LAW(Freedom of Information Act).,Politics,
@POLITICS(Electoral Commission) leaders met with @CRIME(election fraud) for bilateral talks.,Politics,
The @POLITICS(Democracy) praised @SYMPTOM(electoral stress) after successful negotiations.,Politics,
A new @POLITICS(Cabinet) was introduced following the @LOC(New Delhi) incident.,Politics,
@POLITICS(Campaign) leaders met with @PER(John Smith) for bilateral talks.,Politics,
The @POLITICS(Government) praised @PER(Angela Merkel) after successful negotiations.,Politics,
The @POLITICS(Minister) considered suggestions from @TIME(afternoon).,Politics,
The @POLITICS(Policy) replaced all members of @CRIME(political bribery) with clones.,Politics,
@POLITICS(Tax Reform) announced free teleportation with help from @DATE(November 3).,Politics,
A @POLITICS(State) plot made @MISC(diplomatic note) vanish from all records.,Politics,
@POLITICS(Bill) replaced the constitution with memes from @CRIME(political bribery).,Politics,
@POLITICS(Democracy) announced free teleportation with help from @PROD(surveillance software).,Politics,
@POLITICS(Government) signed a treaty with @CRIME(corruption) to ease tensions.,Politics,
@POLITICS(NATO) replaced the constitution with memes from @LAW(Patriot Act).,Politics,
A @POLITICS(Opposition) plot made @SYMPTOM(electoral stress) vanish from all records.,Politics,
The @POLITICS(Voter ID) considered suggestions from @SYMPTOM(voter anxiety).,Politics,
@POLITICS(Democracy) leaders met with @PER(Narendra Modi) for bilateral talks.,Politics,
@POLITICS(Policy) announced free teleportation with help from @SYMPTOM(political fatigue).,Politics,
@POLITICS(Campaign) leaders met with @EVENT(G20 Summit) for bilateral talks.,Politics,
@POLITICS(Minister) leaders met with @DATE(July 4) for bilateral talks.,Politics,
A new @POLITICS(Congress) was introduced following the @PROD(military drone) incident.,Politics,
@POLITICS(Senate) imposed laws forcing @MISC(diplomatic note) to wear tin foil hats.,Politics,
A new @POLITICS(Voter ID) was introduced following the @DATE(July 4) incident.,Politics,
The @POLITICS(Senate) considered suggestions from @CRIME(election fraud).,Politics,
A @POLITICS(House) plot made @DATE(November 3) vanish from all records.,Politics,
The @POLITICS(NATO) collaborated with @SYMPTOM(electoral stress) to pass the bill.,Politics,
Recent @POLITICS(President) decisions affected @EVENT(G20 Summit) significantly.,Politics,
The @POLITICS(State) praised @DATE(January 26) after successful negotiations.,Politics,
A new @POLITICS(Prime Minister) was introduced following the @PER(John Smith) incident.,Politics,
Recent @POLITICS(Supreme Court) decisions affected @MISC(diplomatic note) significantly.,Politics,
@POLITICS(Bill) imposed laws forcing @LAW(Right to Vote Act) to wear tin foil hats.,Politics,
The @POLITICS(Bill) replaced all members of @EVENT(National Budget Day) with clones.,Politics,
@POLITICS(Congress) leaders met with @TIME(evening) for bilateral talks.,Politics,
@POLITICS(Security Council) imposed laws forcing @LAW(Right to Vote Act) to wear tin foil hats.,Politics,
@POLITICS(Electoral Commission) imposed laws forcing @MISC(diplomatic note) to wear tin foil hats.,Politics,
The @POLITICS(Minister) praised @PROD(military drone) after successful negotiations.,Politics,
@POLITICS(Political Party) replaced the constitution with memes from @PER(Narendra Modi).,Politics,
A new @POLITICS(Prime Minister) was introduced following the @ORG(CIA) incident.,Politics,
@POLITICS(Tax Reform) leaders met with @PER(Angela Merkel) for bilateral talks.,Politics,
Recent @POLITICS(Tax Reform) decisions affected @SYMPTOM(voter anxiety) significantly.,Politics,
@POLITICS(Policy) imposed laws forcing @TIME(morning) to wear tin foil hats.,Politics,
@POLITICS(Impeachment) imposed laws forcing @SYMPTOM(voter anxiety) to wear tin foil hats.,Politics,
@POLITICS(Sanctions) signed a treaty with @SYMPTOM(electoral stress) to ease tensions.,Politics,
The @POLITICS(Prime Minister) praised @DATE(November 3) after successful negotiations.,Politics,
Recent @POLITICS(Supreme Court) decisions affected @EVENT(National Budget Day) significantly.,Politics,
The @POLITICS(Political Party) considered suggestions from @ORG(United Nations).,Politics,
The @POLITICS(Parliament) considered suggestions from @CRIME(election fraud).,Politics,
The @POLITICS(Tax Reform) replaced all members of @DATE(November 3) with clones.,Politics,
The @POLITICS(State) replaced all members of @MISC(diplomatic note) with clones.,Politics,
@POLITICS(Election) replaced the constitution with memes from @PER(John Smith).,Politics,
@POLITICS(Diplomacy) leaders met with @PER(John Smith) for bilateral talks.,Politics,
@POLITICS(Minister) leaders met with @TIME(morning) for bilateral talks.,Politics,
A @POLITICS(Policy) plot made @EVENT(National Budget Day) vanish from all records.,Politics,
@POLITICS(State) imposed laws forcing @EVENT(G20 Summit) to wear tin foil hats.,Politics,
The @POLITICS(Parliament) collaborated with @DATE(January 26) to pass the bill.,Politics,
The @POLITICS(Tax Reform) praised @SYMPTOM(electoral stress) after successful negotiations.,Politics,
@POLITICS(Security Council) imposed laws forcing @MISC(political slogan) to wear tin foil hats.,Politics,
@POLITICS(Tax Reform) signed a treaty with @TIME(afternoon) to ease tensions.,Politics,
The @POLITICS(Prime Minister) praised @LAW(Right to Vote Act) after successful negotiations.,Politics,
@POLITICS(Tax Reform) imposed laws forcing @TIME(morning) to wear tin foil hats.,Politics,
The @POLITICS(Foreign Policy) replaced all members of @MISC(government form) with clones.,Politics,
The @POLITICS(Electoral Commission) considered suggestions from @TIME(evening).,Politics,
@POLITICS(Ballot) signed a treaty with @ORG(European Union) to ease tensions.,Politics,
@POLITICS(Diplomacy) announced free teleportation with help from @PER(Angela Merkel).,Politics,
@POLITICS(NATO) imposed laws forcing @DATE(January 26) to wear tin foil hats.,Politics,
The @POLITICS(Election) considered suggestions from @LAW(Freedom of Information Act).,Politics,
@POLITICS(Voter ID) announced free teleportation with help from @EVENT(G20 Summit).,Politics,
@POLITICS(Government) signed a treaty with @LOC(London) to ease tensions.,Politics,
A new @POLITICS(Bill) was introduced following the @PROD(military drone) incident.,Politics,
@POLITICS(Parliament) signed a treaty with @ORG(United Nations) to ease tensions.,Politics,
@POLITICS(Tax Reform) signed a treaty with @PER(Angela Merkel) to ease tensions.,Politics,
A new @POLITICS(Referendum) was introduced following the @CRIME(corruption) incident.,Politics,
@POLITICS(Electoral Commission) announced free teleportation with help from @TIME(afternoon).,Politics,
@POLITICS(Cabinet) replaced the constitution with memes from @CRIME(corruption).,Politics,
The @POLITICS(State) considered suggestions from @ORG(European Union).,Politics,
@POLITICS(Electoral Commission) leaders met with @TIME(evening) for bilateral talks.,Politics,
The @POLITICS(President) praised @PROD(military drone) after successful negotiations.,Politics,
@POLITICS(Parliament) replaced the constitution with memes from @LAW(Freedom of Information Act).,Politics,
The @POLITICS(Senate) praised @EVENT(National Budget Day) after successful negotiations.,Politics,
The @POLITICS(Campaign) required @DATE(July 4) to campaign via time travel.,Politics,
@POLITICS(State) signed a treaty with @MISC(government form) to ease tensions.,Politics,
@POLITICS(Congress) leaders met with @SYMPTOM(political fatigue) for bilateral talks.,Politics,
The @POLITICS(NATO) considered suggestions from @LOC(Washington D.C.).,Politics,
Recent @POLITICS(Voter ID) decisions affected @ORG(United Nations) significantly.,Politics,
The @POLITICS(Sanctions) replaced all members of @CRIME(election fraud) with clones.,Politics,
A new @POLITICS(House) was introduced following the @SYMPTOM(voter anxiety) incident.,Politics,
The @POLITICS(Security Council) considered suggestions from @PROD(military drone).,Politics,
@POLITICS(Democracy) announced free teleportation with help from @LOC(New Delhi).,Politics,
The @POLITICS(Prime Minister) collaborated with @DATE(November 3) to pass the bill.,Politics,
@POLITICS(Bill) replaced the constitution with memes from @PROD(surveillance software).,Politics,
A @POLITICS(Bill) plot made @LAW(Right to Vote Act) vanish from all records.,Politics,
The @POLITICS(UN) collaborated with @PROD(military drone) to pass the bill.,Politics,
@POLITICS(Electoral Commission) announced free teleportation with help from @ORG(CIA).,Politics,
Recent @POLITICS(Bill) decisions affected @MISC(diplomatic note) significantly.,Politics,
A new @POLITICS(Ballot) was introduced following the @ORG(European Union) incident.,Politics,
@POLITICS(Opposition) imposed laws forcing @CRIME(election fraud) to wear tin foil hats.,Politics,
A @POLITICS(Prime Minister) plot made @PER(Angela Merkel) vanish from all records.,Politics,
The @POLITICS(President) replaced all members of @MISC(government form) with clones.,Politics,
@POLITICS(Senate) announced free teleportation with help from @PROD(e-voting machine).,Politics,
Recent @POLITICS(Campaign) decisions affected @EVENT(G20 Summit) significantly.,Politics,
A new @POLITICS(Electoral Commission) was introduced following the @PER(John Smith) incident.,Politics,
@POLITICS(Cabinet) announced free teleportation with help from @ORG(European Union).,Politics,
A new @POLITICS(Opposition) was introduced following the @MISC(political slogan) incident.,Politics,
The @POLITICS(Impeachment) required @LOC(Washington D.C.) to campaign via time travel.,Politics,
A @POLITICS(Minister) plot made @PROD(military drone) vanish from all records.,Politics,
@POLITICS(Parliament) replaced the constitution with memes from @EVENT(G20 Summit).,Politics,
The @POLITICS(Parliament) praised @TIME(afternoon) after successful negotiations.,Politics,
The @POLITICS(NATO) praised @TIME(evening) after successful negotiations.,Politics,
@POLITICS(Senate) imposed laws forcing @MISC(political slogan) to wear tin foil hats.,Politics,
A @POLITICS(Government) plot made @LAW(Right to Vote Act) vanish from all records.,Politics,
@POLITICS(Policy) announced free teleportation with help from @LOC(Washington D.C.).,Politics,
@POLITICS(Democracy) announced free teleportation with help from @EVENT(National Budget Day).,Politics,
The @POLITICS(Bill) required @CRIME(political bribery) to campaign via time travel.,Politics,
@POLITICS(Impeachment) announced free teleportation with help from @MISC(diplomatic note).,Politics,
@POLITICS(Government) announced free teleportation with help from @LAW(Freedom of Information Act).,Politics,
The @POLITICS(Campaign) replaced all members of @PROD(military drone) with clones.,Politics,
@POLITICS(Campaign) signed a treaty with @TIME(afternoon) to ease tensions.,Politics,
The @POLITICS(Tax Reform) collaborated with @LAW(Patriot Act) to pass the bill.,Politics,
@POLITICS(Election) announced free teleportation with help from @CRIME(corruption).,Politics,
@POLITICS(President) leaders met with @MISC(government form) for bilateral talks.,Politics,
@POLITICS(Bill) imposed laws forcing @TIME(evening) to wear tin foil hats.,Politics,
Recent @POLITICS(Minister) decisions affected @LOC(Washington D.C.) significantly.,Politics,
The @POLITICS(Government) required @CRIME(corruption) to campaign via time travel.,Politics,
@POLITICS(State) leaders met with @DATE(November 3) for bilateral talks.,Politics,
@POLITICS(Diplomacy) signed a treaty with @CRIME(corruption) to ease tensions.,Politics,
The @POLITICS(Opposition) considered suggestions from @LOC(Washington D.C.).,Politics,
@POLITICS(Ballot) imposed laws forcing @PROD(military drone) to wear tin foil hats.,Politics,
The @POLITICS(Minister) considered suggestions from @PROD(military drone).,Politics,
The @POLITICS(Tax Reform) replaced all members of @LAW(Right to Vote Act) with clones.,Politics,
The @POLITICS(Government) required @PROD(military drone) to campaign via time travel.,Politics,
The @POLITICS(Impeachment) required @PER(Angela Merkel) to campaign via time travel.,Politics,
The @POLITICS(Opposition) praised @DATE(July 4) after successful negotiations.,Politics,
A @POLITICS(Sanctions) plot made @PER(Narendra Modi) vanish from all records.,Politics,
@POLITICS(NATO) announced free teleportation with help from @LOC(Washington D.C.).,Politics,
The @POLITICS(Foreign Policy) praised @LAW(Freedom of Information Act) after successful negotiations.,Politics,
A new @POLITICS(Congress) was introduced following the @PROD(surveillance software) incident.,Politics,
The @POLITICS(Voter ID) collaborated with @LOC(London) to pass the bill.,Politics,
The @POLITICS(Security Council) collaborated with @PER(Angela Merkel) to pass the bill.,Politics,
A @POLITICS(Voter ID) plot made @TIME(morning) vanish from all records.,Politics,
The @POLITICS(Referendum) required @DATE(July 4) to campaign via time travel.,Politics,
Recent @POLITICS(Ballot) decisions affected @LOC(New Delhi) significantly.,Politics,
@POLITICS(UN) signed a treaty with @MISC(diplomatic note) to ease tensions.,Politics,
@POLITICS(Tax Reform) announced free teleportation with help from @SYMPTOM(electoral stress).,Politics,
@POLITICS(Impeachment) replaced the constitution with memes from @MISC(political slogan).,Politics,
The @POLITICS(Referendum) replaced all members of @EVENT(National Budget Day) with clones.,Politics,
The @POLITICS(Minister) praised @CRIME(political bribery) after successful negotiations.,Politics,
The @POLITICS(Impeachment) praised @TIME(morning) after successful negotiations.,Politics,
A @POLITICS(Lawmakers) plot made @LOC(Washington D.C.) vanish from all records.,Politics,
A @POLITICS(Supreme Court) plot made @DATE(November 3) vanish from all records.,Politics,
@POLITICS(Electoral Commission) replaced the constitution with memes from @MISC(political slogan).,Politics,
@POLITICS(Lawmakers) signed a treaty with @LOC(New Delhi) to ease tensions.,Politics,
The @POLITICS(Voter ID) collaborated with @DATE(January 26) to pass the bill.,Politics,
@POLITICS(Diplomacy) signed a treaty with @SYMPTOM(political fatigue) to ease tensions.,Politics,
@POLITICS(Prime Minister) imposed laws forcing @LOC(New Delhi) to wear tin foil hats.,Politics,
@POLITICS(Sanctions) announced free teleportation with help from @MISC(political slogan).,Politics,
Recent @POLITICS(Policy) decisions affected @ORG(European Union) significantly.,Politics,
A @POLITICS(Parliament) plot made @LOC(Washington D.C.) vanish from all records.,Politics,
The @POLITICS(Diplomacy) replaced all members of @PER(John Smith) with clones.,Politics,
@POLITICS(NATO) replaced the constitution with memes from @ORG(European Union).,Politics,
@POLITICS(Opposition) leaders met with @LOC(New Delhi) for bilateral talks.,Politics,
A new @POLITICS(Campaign) was introduced following the @LAW(Patriot Act) incident.,Politics,
@POLITICS(Democracy) announced free teleportation with help from @LAW(Patriot Act).,Politics,
@POLITICS(Prime Minister) signed a treaty with @TIME(morning) to ease tensions.,Politics,
The @POLITICS(Voter ID) praised @CRIME(election fraud) after successful negotiations.,Politics,
A @POLITICS(President) plot made @DATE(July 4) vanish from all records.,Politics,
A new @POLITICS(Voter ID) was introduced following the @EVENT(National Budget Day) incident.,Politics,
@POLITICS(Senate) imposed laws forcing @SYMPTOM(political fatigue) to wear tin foil hats.,Politics,
@POLITICS(Government) announced free teleportation with help from @TIME(afternoon).,Politics,
The @POLITICS(UN) considered suggestions from @LOC(New Delhi).,Politics,
@POLITICS(Prime Minister) leaders met with @DATE(January 26) for bilateral talks.,Politics,
Recent @POLITICS(Foreign Policy) decisions affected @PER(John Smith) significantly.,Politics,
The @POLITICS(Senate) collaborated with @LOC(Washington D.C.) to pass the bill.,Politics,
The @POLITICS(Minister) considered suggestions from @LOC(Washington D.C.).,Politics,
The @POLITICS(Impeachment) collaborated with @EVENT(National Budget Day) to pass the bill.,Politics,
@POLITICS(Congress) signed a treaty with @SYMPTOM(electoral stress) to ease tensions.,Politics,
@POLITICS(Minister) announced free teleportation with help from @EVENT(G20 Summit).,Politics,
The @POLITICS(Democracy) considered suggestions from @SYMPTOM(political fatigue).,Politics,
A @POLITICS(Impeachment) plot made @PROD(e-voting machine) vanish from all records.,Politics,
@POLITICS(Parliament) leaders met with @LOC(London) for bilateral talks.,Politics,
Recent @POLITICS(Referendum) decisions affected @ORG(European Union) significantly.,Politics,
A new @POLITICS(NATO) was introduced following the @ORG(United Nations) incident.,Politics,
The @POLITICS(Senate) required @CRIME(election fraud) to campaign via time travel.,Politics,
A @POLITICS(Diplomacy) plot made @PER(Narendra Modi) vanish from all records.,Politics,
The @POLITICS(Policy) considered suggestions from @MISC(political slogan).,Politics,
The @POLITICS(Democracy) considered suggestions from @CRIME(political bribery).,Politics,
@POLITICS(Tax Reform) signed a treaty with @LAW(Freedom of Information Act) to ease tensions.,Politics,
The @POLITICS(Diplomacy) replaced all members of @LAW(Freedom of Information Act) with clones.,Politics,
@POLITICS(Ballot) imposed laws forcing @CRIME(election fraud) to wear tin foil hats.,Politics,
@POLITICS(Ballot) replaced the constitution with memes from @TIME(afternoon).,Politics,
@POLITICS(Democracy) leaders met with @MISC(political slogan) for bilateral talks.,Politics,
The @POLITICS(House) required @CRIME(political bribery) to campaign via time travel.,Politics,
@POLITICS(Prime Minister) replaced the constitution with memes from @PROD(surveillance software).,Politics,
A @POLITICS(Bill) plot made @CRIME(political bribery) vanish from all records.,Politics,
The @POLITICS(Political Party) considered suggestions from @SYMPTOM(voter anxiety).,Politics,
Recent @POLITICS(Cabinet) decisions affected @LOC(New Delhi) significantly.,Politics,
@POLITICS(President) signed a treaty with @LOC(New Delhi) to ease tensions.,Politics,
The @POLITICS(Referendum) collaborated with @PER(Angela Merkel) to pass the bill.,Politics,
@POLITICS(Referendum) replaced the constitution with memes from @SYMPTOM(electoral stress).,Politics,
@POLITICS(Bill) signed a treaty with @DATE(January 26) to ease tensions.,Politics,
A new @POLITICS(Parliament) was introduced following the @LAW(Right to Vote Act) incident.,Politics,
The @POLITICS(Election) required @DATE(July 4) to campaign via time travel.,Politics,
@POLITICS(Cabinet) signed a treaty with @TIME(afternoon) to ease tensions.,Politics,
The @POLITICS(Referendum) praised @MISC(diplomatic note) after successful negotiations.,Politics,
A @POLITICS(Senate) plot made @TIME(afternoon) vanish from all records.,Politics,
The @POLITICS(Parliament) replaced all members of @TIME(morning) with clones.,Politics,
@POLITICS(President) replaced the constitution with memes from @DATE(November 3).,Politics,
@POLITICS(Foreign Policy) announced free teleportation with help from @ORG(CIA).,Politics,
@POLITICS(UN) replaced the constitution with memes from @CRIME(corruption).,Politics,
@POLITICS(Impeachment) imposed laws forcing @PER(Angela Merkel) to wear tin foil hats.,Politics,
The @POLITICS(UN) replaced all members of @PER(Narendra Modi) with clones.,Politics,
@POLITICS(Sanctions) imposed laws forcing @PROD(military drone) to wear tin foil hats.,Politics,
The @POLITICS(Congress) collaborated with @PROD(e-voting machine) to pass the bill.,Politics,
The @POLITICS(House) collaborated with @LOC(Washington D.C.) to pass the bill.,Politics,
@POLITICS(Government) announced free teleportation with help from @TIME(evening).,Politics,
@POLITICS(President) replaced the constitution with memes from @CRIME(corruption).,Politics,
The @POLITICS(Tax Reform) replaced all members of @TIME(evening) with clones.,Politics,
@POLITICS(Supreme Court) leaders met with @PROD(military drone) for bilateral talks.,Politics,
